Rating,Title,Review
1,Terrible product,"I buy this product n while person came for installation we found that one part of machine is missing (Mesh net) which is on detergent box... And that company person said u have to buy that part.. Very disappointing experience... Without checking the product why there is remark of ""Tested Ok""... Very frustrating.. Thinking of not to buy any product onwords on flipkart."
4,Wonderful,"Very good product, fully satisfiedEcelent for four people daily use"
5,Fabulous!,V good product
1,Hated it!,Faulty product delivered
5,Worth every penny,Need Demo
5,Must buy!,Great Machine...go for it..its really worth it
5,Just wow!,xcellent product nice working
5,Awesome,Very good product
4,Nice product,"Low budjet, High trust with great performance.Features: very low noice.Good look.Huge 4 years super warantee(no any other brand given).Sufficient functions.Mettle body. Demerits: Degital display not avaliable.Door is made up of transparent acrilic plastic. It not actually glass.At exact what tem. machine running. It is unable to know.But if any one want front load Machine with low bodjet, high branding, good featurs and trust then go for it."
5,Highly recommended,Good
4,Really Nice,Good in all Aspects.
4,Very Good,fter use of 10days ..simply nice product but there is no digital disply..
4,Nice product,Was already using IFB ELLENA machine and had a very good experience for 12 years . Hence bought the new version without doubts. Hope it will prove its worth. So far very satisfied .value for money..
5,Brilliant,reviewing after 1 year6Kg was not enough go with more capacity  otherwise product good
5,Just wow!,This product good quality and performance and excellent
5,Excellent,Up to now we did get installation and demo first time we are experienced with flipkart
4,Good choice,Worth for money
1,Utterly Disappointed,ngineer very poor demo West
5,Simply awesome,It's good product
5,Perfect product!,ust buy value for money
5,Simply awesome,Impressive product
5,Best in the market!,Nice
5,Super!,Very good product for a small family
4,Nice product,Ifb having it's own goodwill since it's past... No competitor of ifb in that price range. Hope ifb and flifcart  will give priority of customer support and havin always in helping nature further in future.
5,Must buy!,Good service and excellent product
3,Decent product,Vibrating
4,Value-for-money,Washing machine working good but vibrating during washigAnd the cable is too shortThe service technician was only assembled the washing machine and not illustrated thoroughlyFinaly we understood the operation and cleaning process with the help of you tube
5,Excellent,Good delivery timely installation. Good washing quality. Worth for every penny
5,Great product,Very nice
5,Brilliant,xcellent 👍👍👍
4,Delightful,Fantastic and value of money
3,Just okay,nice
5,Worth every penny,You can buy without thinking any other review... Bcz it is simple n amazing...
5,Mind-blowing purchase,Nice product
4,Good quality product,Sud improve for features
5,Terrific,xcellent product on this price range and washing was very well
5,Must buy!,Great value machine and very useful for small family.
4,Really Nice,Good quality
4,Value-for-money,It's value for the money.
5,Excellent,Good
4,Good choice,xcellent
5,Best in the market!,Super product very good delivery
5,Best in the market!,"Great balance of price, performance, features, quality, and design. Was looking for something that was not too expensive, but didn't want to buy something that wouldn't adequately meet our needs. This machine fits the bill perfectly. Capacity-wise it is a bit smaller than I was expecting, but that's not really an issue. We typically do a load every 2-3 days and that's 2-3 people each load. So not too bad. Would definitely recommend."
3,Does the job,o not go for exchange in flipkart. They will give some reasons and will not take your old machine. Otherwise its OK. Ifb is the best in all models. Previous ifb machine I have used from 2005.
4,Really Nice,I bought it in June 2020 . Till now.. only problem is it's lighting display of start and stop button. Otherwise good performance.
3,Does the job,Too much vibration.
5,Fabulous!,Nice
4,Really Nice,Nice
5,Terrific,Product delivered successfully
5,Terrific purchase,xcellent washing and quality product only demerit of the product is the outlet pipe which is very short
1,Unsatisfactory,xchang of product was declined even though it was working
1,Don't waste your money,it's very very worst product not working properly. error showing continuously machine will stop. once complaint raise tecnicion come and changing the inner parts. still iam facing same problem. don't buy this product. BAD BAD BAD BAD.
4,Very Good,I loved the machine
5,Mind-blowing purchase,I'm writing this review after used few months. I'm Fully satisfied with this budget friendly product. This is suitable for small family.
3,Nice,Product is ok but while installation they are charging too much amount for stand and filter(4500/-) while the machine cost is 19000.They are simply warning about cancellation of warranty if reject to buy those accessories
5,Brilliant,Good
5,Worth every penny,Value for money
5,Worth every penny,s per the budget..valuable product..demo session also very nice.
5,Fabulous!,"This is my second machine from IFB, when it comes to consumer appliances IFB is the best."
5,Must buy!,k
5,Worth every penny,y mom is so happy with this product thank-you Flipkart and seller..In future I will buy other electronic items from the same seller only ☺️☺️good service fast delivery.☺️
5,Just wow!,The installation and demo process was quick and helpful.
5,Awesome,We are using IFB Machines for the last 10 years. We are happy with their performance
5,Classy product,works well...price is good! mechanic called himself and did the installation very quickly!
5,Excellent,"xcellent product I brought it for rs 19750/ at this level there's no other washing machine with same features! Thnx  IFB, Flipkart & Ekart..."
5,Highly recommended,Value of money Nice productLess water taking Overall good product
5,Worth every penny,Thanku flipkart
3,Decent product,"verything think is ok, but IFB Engineer is very clever because they sell worst accessories and take Rs5000 approx additional amount. Kindly aware of that."
5,Excellent,Ifb is best in washing machine
5,Excellent,Gud product
5,Worth every penny,Good
4,Delightful,good product
3,Fair,"Washing good,  less programmers, no digital display"
5,Awesome,It's gud forevery family
4,Wonderful,Giving some noise when it's running with high spin
5,Mind-blowing purchase,xcellent
5,Highly recommended,Good
2,Slightly disappointed,1. Noisy during Spin and Rinse mode.2. The drum makes sound when rotated by hand.
3,Fair,It's ok.... Not bad
4,Really Nice,"Using front load machine 1st time so this is my personal review. Machine is more or less soothing sounded. Performs well. Washes well. Drys average. Operating process easy. Assured brand. Assured service I think, whatever using it for just 7 days only.Some points to improve this product:Accessories like inlet pipe and extention fauchet is not delivered with machine. So either you have to find and buy from market seperately or from the demo person surprisingly.Outlet pipe is shorter than ..."
5,Highly recommended,Best brand.... That too made in india
3,Fair,"s far as washing quality is concerned, it is scores full marks but the biggest drawback is that it doesn't wash one or two jeans or bedsheets. If you wash one double bedsheet it would show load disbalance error. It is so irritating that you need atleast 3 three bedsheets to complete the wash successfully. Overall I am not satisfied."
1,Did not meet expectations,bad
4,Pretty good,Good washing machine to 4 to 5 members
4,Very Good,"Good  but display not provided, that's only mistake my selection"
5,Worth every penny,Very good machine and excellent washing capabilityLess consumption of water Less power consumptionWithin the price segment the best washing machine
5,Highly recommended,Very good product and timely installation
5,Super!,"Very Useful for Small family.trusted brand IFB, Low cost front load washing machine, Friendly user options.Suggestible for entry level families who are willing to buy washing machine for the first time.Flipkart delivery service is good ,and also installation also done by IFB authorised person."
4,Worth the money,Product very nice installation person not explain properly
5,Best in the market!,"No complaints, very solid product"
4,Worth the money,Product is good but installation process becomes irritated since there is no proper staff is available
5,Terrific purchase,The volume is very high  but the clothes are washing good
5,Best in the market!,"5* for flipkart on-time delivery and installation communications. Haven't used the machine much yet, but it's 5* based on current impression. May update the review in future. However, the installation people asked to get the necessary plumbing done separately, and they would demo after that. It would be a much more seamless experience if the installation team can provide an option to get plumbing done as well (for an extra charge perhaps)."
4,Wonderful,"Nice product... but still need to consider few points Complete dry option is not availableCompare to other brands it takes a little extra time for washing and accesories like stand, liquid etc cost a bit high... Rest all fine"
5,Highly recommended,Best product and at less price ..
4,Good choice,wesome performance.. accessoires are high cost compare to other brands
2,Could be way better,"I purchased this machine on 22 Jun 2020 and started using by 29 Jun 2020. Delivery was prompt and ifb installation happened with in 48hrs of delivery. I have purchased this in an offer where I exchanged my 11 years old machine of IFB 5.5Kg Serena model. . But biggest issue which I identified when the ifb installation engineer came to my home when compared to my old machine. These is no separate section in the detergent tray for adding additives like Ujala, comfort fabric etc. But it was avail..."
2,Moderate,"Its my initial review comments on this product,1. first thing i noted that the product out pipe is very short compared to my old washing machine, I could able to reach to sink hole my bathroom which is just 1 feet away from the washing machine place. IFB need give at least 2.5 out let pipe drain pipe for the equipment.2. This new washing machine need to be used only on the liquid detergent and should not use the detergent powder. when the product is designed this should have taken care , i ..."
4,Wonderful,Goog
2,Slightly disappointed,IFB demo and installation bad
5,Highly recommended,Good product. On time delivery and good installation. No issues till after using it for months.
1,Horrible,Lot of noise and moving for it place
4,Wonderful,Good product
5,Wonderful,It's wonderful.
5,Great product,Good product 👌👌
5,Awesome,"verall Good product and value for moneyPower consumption is bit moreFew things are Missing like timer display, last round wash indicator Operating panel looks confusing to operate"
4,Value-for-money,Good
1,Absolute rubbish!,Installation boy was so horribleHe is not so polite Very unrespectful
4,Delightful,Good product
2,Not good,Sound of the machine is so high and no alarm not so good and ho high vibration
4,Very Good,"Waited 9 days for installation from local ifb guys in Pune and they left with only unpacking the washing machine. No water line hook up, no electrical hook up,  no plumbing, no nothing. Had to get a plumber cause and it ended costing another 4k for these things. I have given up on online buying for expensive stuff. I would go local and get things done on the same day and not wait for flipkart or ifb to come and rescue..."
5,Fabulous!,Very Good performanceDilevary & Installation are fast and satisfied
5,Simply awesome,Good product value of money
4,Wonderful,IFB stand was sold for Rs.1660 and IFB cover was sold for Rs.660 while installation and demo. This is almost double of other similar accessories.
5,Brilliant,Very good
4,Really Nice,Installation will take long time
1,Did not meet expectations,"Installation demo was not good, the executive forced to purchase unnecessary items Cover, stabilizer, extra fitting, washing machine cleaning powder, clothes detergent. Demo given within 5 to 10 minutes and hurried to complete the demo. First time machine taken 2 hours then after got error message, so we called executive and local company there is no response from their end. Waste of money for machine and extra items stand, cleaning powder, fittings. There is no support."
5,## EXCELLENT PRODUCT ## :),"NICE PRODUCT ,BUILT QUALITY IS GOOD, IN TOTAL FULL PRODUCT IS G"
5,Wonderful,wesome products 👌 thanks for flipkart
1,Performance is not as expected,Beep sound is not audible at all and Machine is vibrating a lot. Light indications are not working.
5,Brilliant,Good machine recommendable product
5,Ifb washing machine,Good
4,Good Product from IFB,Using for the last few months. No problems yet working fine. one issue is during drying the machine is running from position due to its high RPM.
1,Utterly Disappointed,There is no timer display that is very disappointing. It's  noisy.
1,Utterly Disappointed,Had to return the machine only after 3 wash as machine is vibrating and making notice ke a jet engine started. Very poor inbuilt quality but the service engineer who come to see the machine seem knowledgeable and experienced he suggested me to do so.
5,Fabulous!,"Perfect machine go for it best in price. Beware of the installation person they lure you into spending more money by telling warranty offers, detergents, stand etc."
5,Brilliant,Nice & Good product
5,Wonderful,"I got this with Price 18500 INR IN FLIPKART SALE AND HAPPY TO HAVE THIS MACHINE MY WIFE IS HAPPY AFTER USING THIS MACHINE, IT IS OK FOR SMALL FAMILLY"
4,Really Nice,Good
1,Not recommended at all,The washing machine is getting heavy vibrations while working
4,Good quality product,wesome product works well and very easy in use Child lock facility is outstanding And hot warm water selecter is also helpful
5,Terrific,The best washing machine in India.Please go for it.Good delivery.Good installation.Good packaging.Good customer service.
5,Highly recommended,achine issues quite compact and easy to use buttons. This is my second ifb washing machine good service and installation was done on time.
5,Worth every penny,Good product nd nice delivery service
5,Simply awesome,Great product in this price.Company service is to great.Gives all the basic programmes in such a less amount.
5,Awesome,Very good product and value for money
5,Simply awesome,Good product
5,Brilliant,"I suggest buying this project, a very good washing machine."
5,Terrific purchase,"Good build Quality, Washing quality is awesome, Looking good, Digital Display not available in this model as Price range"
4,Value-for-money,Good product
5,Highly recommended,Good one. Delivery staff courteous.
4,Pretty good,Good product . Weight wise it is very heavy .  Other things are good
4,Delightful,Gud one.. price very much costly
5,Fabulous!,Very good
3,Good,This is nice one in this cost
4,Good choice,Value For Money....Vibration is there when on full 800 rpm but can be reduced by using IFB Stand and proper fitting.Moreover i would recommend to buy this product as the wash is very good and machine is worth for the value.
4,Nice product,Good one
5,Simply awesome,k
4,Good choice,Goog
5,Perfect product!,Great product under 25000
5,Terrific purchase,Superb... I used from 6months..... There is no problem
5,Awesome,Best washing machine under 20k
5,Mind-blowing purchase,Tq flipcart.... installation n demo was good
1,Waste of money!,This product has no timer display. It is very inconvenient..
4,Good choice,The washing module takes more than 2 hours in regular cotton mode. Minimum it takes 40 mins in quick wash.
1,Utterly Disappointed,Product delay damaged product recieved
5,Fabulous!,Totally good product.. It's made in Indian..best performance
5,Great product,Very very good
1,Not recommended at all,k
1,Terrible product,lways showing error message
5,Classy product,Good
5,Excellent,Good
5,Highly recommended,Value for money
5,Worth every penny,It's a must buy product. Value for money. The performance is simply awesome. The delivery is done with great care. Installation and demo is also very satisfying.
3,Fair,Just avarage prodyct
3,Nice,I see there is Gap near the door but is it common and even when we use mixed wash the clothes doesn't get dry much
