Rating,Title,Review
5,Perfect product!,"Got delivery ahead of time, nice look and easy features to operate. Value for money than local market and even demo installations was very nice and ahead of time schedule the macine is installed. Mukul, assam"
5,Super!,Good one must buy
3,Decent product,installation not good by lg
4,Really Nice,Good product in this price... Every thing is good..but installation agent is not come
5,Great product,Just a lack of heater.otherwise it is the best choice.
4,Good choice,xcellent TV. Good voice. Value for money. Highly recommended
5,Great product,Nice product
5,Must buy!,Very nice
5,Classy product,"achine has all required functions like quick wash, heavy wash, tub clean and auto selection of wash rinse and spin time based on quantity of clothes.One can select single function to be performed like Spin only or rinse only."
4,Pretty good,Good working
5,Brilliant,"Used the machine couple of times and it is working perfectly fine. Worth for the moneyInstallation/demo was very quick, highly impressed with that"
5,Mind-blowing purchase,For me I received a Nice product with no damage lg customer care contacted me as soon as I received my product for demo.... guaranteed worth for money for this rate
4,Wonderful,good washing technology and low power consumption ✌️✌️
5,Excellent,Happy to bought this product
3,Does the job,"When drum is spin there was sound, very  noise"
5,Great product,Nice products
5,Awesome,wesome 👍
5,Awesome,Nice one....The delivery was on time and The installation was done on the very next day.
5,Best in the market!,Very nice washing machine and functioning very smoothly
4,Really Nice,product is good. customer service is best. i installed in other city. but they coaprate properly. thnx LG
5,Just wow!,obile
4,Wonderful,wesome product.
1,Very poor,fter 3 days use drain motor damaged. I'm returning washing machine.
4,Delightful,"achine working fine , clothes are cleaning well and dry also"
5,Super!,Very fantastic product.it wash cloth very well.
5,Wonderful,"Nice product, it's very smooth and silence when running the machine..... Worth for money..."
3,Decent product,Product r good but washing quality .... average.....
5,Wonderful,wesome product and Great PerformancesEasy in Daily UsesValue for money is excellent
1,Did not meet expectations,"I used lg top Load washing machine before but this washing machine is worst. Everytime there is load error, sometime it work sometime it does not. The machine is not powerful as it used to be before ..   Its just been 1 month from my purchase."
4,Pretty good,Nice washing machine... Everything ok but it must have some extra washing programs to easy selection of wash
5,Best in the market!,"Value  For Money, Works very smooth &silently.Installation was also good within one day of delivery."
5,Super!,Nice product Perfect for small Family
5,Worth every penny,"Wonderful product...On time delivery... Installation very next day...Washed clothes are clean... Extremely silent operation... Better than samsung and whirlpool washing machines... Uses more water than semi automatic washing machines... Suggestion : if you are going for top load washing machine, go for lg... You won't be disappointed..."
4,Delightful,Good
5,Perfect product!,Good
5,Perfect product!,"No need to ask for performance, it LG, number 1 brand in India. Good service from flipkart, also great discount, got at 13499 only."
3,Decent product,Its make too much sound in time of Rinsed & spines
5,Wonderful,Good product
5,Just wow!,Gud product
5,Worth every penny,Nice products
5,Just wow!,Good product
4,Pretty good,Good product and fast delivery Flipkart thanks.
5,Great product,Good washing m. At a good price
5,Mind-blowing purchase,Uptill now you might have read all technical review of this machine so will not repeat it. Here is my general overview about this machine.I have research for 3 days before buying this machine. This model is little old in terms of its button panel design but machine is fully automatic with all modern features comes in latest 2020 year model in this class.Then what is old in this model? (Belive me it really doesn't matter in washing quality of machine)1. Door does not close slowly.2. Only...
5,Great product,Super
5,Super!,mazing product and service by flipcart and lg..
4,Pretty good,Some body was dameged in transport
5,Mind-blowing purchase,Thank LG for this product. Demo was good and boys were supportive.
4,Nice product,Good
5,Brilliant,"Very nice product, value for oney"
4,Really Nice,Nice
5,Awesome,xcellent machine
4,Worth the money,This is my second purchase..so far so good..gone for second time as the first one proved its best...thank you flikart for the super speedy delivery even at the time of lock down
5,Highly recommended,Good and power saving.
5,Perfect product!,xcellent product.....good quality
1,Unsatisfactory,"I  ought this in Monsoon appliance offer.  Actually the rate of the machine at first shows as 15990, when I try to place order the cost increased as 16490.  However I placed the order and again the price is dropped to 15990.  Now its rate shown in Flipkart as 16490, that is the normal cost of the machine is 16490.  How the flipkart shown it is a offer price, all are cheating.  This kind of issue also happend when I bought the LED TV in Flipkart.  Otherwise product is nice working well, decent..."
5,Must buy!,Value of money
1,Waste of money!,Very limited washing optionsClothes are not getting cleaned properly Not good for whites and dirty clothes
5,Wonderful,Value for money. Must buy product
5,Terrific,"This is just 1 st day after installation so this can't be considered a review, Overall the package and installation is good.The technician explained everything clearly and was polite.Review will be updated later.The machine while  operating has no noise."
5,Brilliant,mazing product in best price
5,Terrific,Good product
4,Good choice,Good quality product
5,Fabulous!,Good product
4,Nice product,nice washing machine.... better than other brand... please provide a trolly stand by lg
5,Excellent,Good washing machine silent washing
5,Mind-blowing purchase,wesome product.
4,Worth the money,Good product but Heater is not placed in tha washing machine.
4,Value-for-money,Nice product
3,Fair,Product is very good but the Installation process is too late..
1,Worst experience ever!,efective product received. Product not replaced since 1 month. LG makes life worse not good
5,Must buy!,Value for money
5,Brilliant,"Washing machine is very good, less settings easy to operate.  My mother feels very happy due to easy operation.  All our home appliances are LG and it's deserve always 5 star. Thanks to LG and Flipkart"
5,Terrific,"I like this brand, already long years used this brand."
4,Wonderful,Good purchase
5,Worth every penny,Best washing machine from LG.
5,Best in the market!,Bought last week. It was a nice product from LG.  Very less noise.
5,Perfect product!,Good product
5,Highly recommended,Nice machine. On time delivery . Working as expected. Has decent amount of features.
4,Pretty good,Very fast delivery and same day installationMy wife has used it just twice uptill now it is working well
4,Worth the money,Good product
5,Worth every penny,excellent
5,Best in the market!,Best washing machine
4,Delightful,Nice product 👌
5,Wonderful,Nice product... Awesome.But Installation took much time. Flipkart please Pay attention to installation time.
4,"Nice product, can recommend to buy","Pros:* Good for small family, clean and simple UI and easy to operate for old age people (specially if you are buying for father/mother/grand father/grand mother)* PAN India LG service, faster installation* 5 Star energy saving variant is good (my purchase is 5 star variant, and recommend the same)* Nearly no sound (sounds little and vibrates a bit during spin [#only during spin])Cons:* Water pressure is little slow"
5,Simply awesome,ust buy.. If you look for fully automatic washing machine and want to save time
5,Excellent,Good product value for money clam and silent intelligent washing.
5,Best in the market!,Good and very silent. Washing performance is average and it is ok for daily use clothes.
5,Must buy!,its features was nice
5,Perfect product!,elivery services is very good
3,Does the job,LG service man was mannerless.Machine LED Lights are very low light.Buzzer sounds very low.Machine indicator lights very Low lights. LG service man was mannerless.
5,Mind-blowing purchase,Good 😀
5,Perfect product!,Very nice product Next day delivery and good seller Delivery boy very nice person Same day installation&demo by LGLove flipkart
5,Simply awesome,Best and prefect wash machine....I love it.... Quality and colour is perfect❤️❤️Delivery is so fast and safe...And partner for installation and demo was so good...Filipkart is best in every field
5,Terrific purchase,I just now purchased it's almost 15 days but i will again review the product after 6 or 7 months. Thank you
5,Perfect product!,Good
5,Terrific purchase,Very nice prodact
5,Terrific purchase,Nice oneAmazing product
5,Brilliant,Nice
5,Highly recommended,Fully satisfied with the performance of the washing machine. It's dizine is good and working very well till now. I bought it one month back Sofar so good.
3,Nice,"If you had been using a front load machine then switching to a top load might disappoint you. Regardless, after using for a month I'd say the wash quality is decent, machine operates silently but it takes a hell lot of water compared to a front load. Over and out!"
5,Great product,Good product and good performance
5,Awesome,Its good experience to purchase to flipcart
5,Perfect product!,I searched lot of washing machine and reviewed finally selected LG washing machine. After two days use the machine very low noise. Best machine washable and machine.  Value for money.
4,Wonderful,"Good performance,more silent compared to other machines in same range,Less vibrations.Good packaging and delivery by flipkart.Need water connection required force else washing time increases."
5,Highly recommended,I m just loving this fantastic system...Cleans realy well..Tho it took a long time to deliver this product..but m happy i bought this WM..
5,Must buy!,Thankyou
5,Just wow!,Nice
3,Nice,Good.
5,Brilliant,Gud
4,Pretty good,Product is good but installation and demo services not done timely....after 7days finally installation done....not recommend anyone for online shopping....bad experience...
4,Nice product,elivered on time with good care!
4,Good quality product,Value for money.
5,Excellent,ust buy
5,Best in the market!,Supper value for money
5,Terrific purchase,Good
5,Must buy!,It is very nice.
5,Mind-blowing purchase,k
4,Pretty good,Good product and I would like to thanks flipkart for fast delivery. Water consumption is little bit more than other washing machine
4,Very Good,Very Good product ..from..LG...
1,Hated it!,"Washing machine not in working condition , very terrible experience on 1st day of wash , may be tomorrow customer support people will come"
5,Fabulous!,"Both delivery and installation was on time. Have been using it for more than 2 weeks now and no complaints as such. Works well and no performance issues reported as such. Also, seems to function more silently in comparison to other brands."
4,Wonderful,Good prduct .....less  noise
5,Best in the market!,Good performanceGreat designValue for money
5,Must buy!,Nice product ...
5,Best in the market!,Very nice
5,Super!,Good LG washing machin
5,Perfect product!,Wow! fabulous washing machine I just shock it
5,Fabulous!,Very good product
4,Wonderful,Good machine
5,Great product,xcellent product
5,Brilliant,good
3,Just okay,Bosch is best
5,Just wow!,wesome product must buy it
5,Highly recommended,eally It's very good product and amazing LG service
5,Worth every penny,Perfect delivery by FLIPKART. On time original machine and happy with the price.
5,Wonderful,wesome product less noise plus less electricity consumption
5,Must buy!,"Nice product, working good, worth buying 👍"
4,Pretty good,Good
4,Pretty good,"Better, 2 months before I purchased"
4,Really Nice,Great product
5,Best in the market!,"wesome Product, Good Working, Thanks To Flipkart"
5,Worth every penny,It's very nice
1,Did not meet expectations,This washing  machine is waste of money don't buy it is not cleaning  cloth at all.
5,Just wow!,Value of money If you want to buy a fully automatic machine then from my experience  it is the best one as compare to other brand..
3,Just okay,There was a small scrach on the panel side
4,Worth the money,Good Working
4,Worth the money,Nice
1,Worthless,Not good if we compare it with IFB products. Doesn't clean properly. Leaves hard stains and functioning is also not proper. Wastes a lot of time in washing clothes. Will not recommend.
5,Mind-blowing purchase,The service is very good. And thank you Flipkart.
5,Excellent,Nice product
5,Terrific purchase,Got for 13499/-Perfect Machine just takes too much water for washing.
4,Good choice,Good One
3,Fair,achine is good.Quick wash less dries the cloths. In quick wash again spin is needed. Flipkart was showing preset timer is there but in machine it is not available. Rest ok.
5,Must buy!,xcellent
5,Super!,Using 10 days works good
2,Not good,This model programs are not good than other model
5,Classy product,Fast delivery installation and demo  goodMachine performance is very silent and good washing quality.Drying cloth  85 percentageOverall good product.
4,Delightful,Good quality washing machine. Go for it. fully satisfied. Delivery boy behaviour is so good.
5,Awesome!,"The product itself is awesome, very little noise and vibrations and does its job well!Flipkart delivery was really fast and the installation was done the very next day which made it altogether a more pleasant experience shopping here!"
5,Just wow!,Good product
2,Expected a better product,damage product
3,Fair,Product seems fine but the installation person was not....he asked us to call a plumber to fix the pipes .... unacceptable for such high rate of product
4,Pretty good,Product is good but the service is poor LG should change service provider because they not giving service properly
5,Great product,Product is really great ... Thanks to flipkart for speedy delivery in covid situation and also thank flipkart for installation of product ... LG brand washing machine i was using earlier. It was so good that i have to buy LG product again. This machine is really good i have bought 6.5kg which is very good for me. Washing quality is great. Got child lock support and app support. Many modes are given for washing i have not used all yet. While washing clothes machine won't make any sound ... Y...
5,Fabulous!,Product is very good but never purchase EMI on DEBIT CARD from ICICI Bank. They are frauds worse paid 5k extra due to no communication from ICICI BANK. There is no option to pay your EMI on DEBIT card in ICICI Bank. They completely hide everything from customers and charge double amount than actual...I hate this EMI on DEBIT Card of ICICI Bank. Fraudulent
5,Terrific,Paisa vasul Super product
5,Terrific,Full paisa vasool...excellent one
1,Useless product,id not done an installation yet. Already requested for it with updated address but still it is pending. It's been a long time and almost about to complete the month.
5,Wonderful,Very good product
5,Super!,I have a LG Washing machine in my home. This is for my friend’s house. They are also happy with the machine.
5,Highly recommended,Good
5,Excellent,Such a nice product....
5,Worth every penny,Good
4,Worth the money,k nice
4,Worth the money,Nice product
5,Best in the market!,SETTINGS VERY LOW..... ONLY 4...
4,Wonderful,Washing machine is good .But The Lg Services are very bad
4,Delightful,Good product
5,Must buy!,Good
4,Pretty good,Worthble
4,Delightful,"I'm writing this review after one month of usage. Highly recommend. I was purchased this one for 14,200 rs. Working without making any noise and functioning well. I was confused with different brands like IFB, BOSCH, LG, but technology base LG was better and easy access to gets service."
5,Brilliant,wesome Product received from Flipkart... Delivery was quite good... But I will tell you that this product doesn't have auto closing door...
5,Fabulous!,Superb
5,Wonderful,"Simply super...Silent nd efficient washing. Though it is 6.5 kg capacity, can run more than that."
4,Very Good,good for low budget. if u have money must go for range above 18k.
4,Pretty good,xcellent wash and very silent working My baby sleep near the washing machine but it sounds very slowly according to other machine Auto weight and water level very helpful and without tens functional.Flipkart service very good according to other companies .
5,Must buy!,Product is. Very good.. but it will make some noise and vibrate little more during last term of spin..
5,Must buy!,Very Good Product Value for money 👍
4,Delightful,Working perfectly ok after warranty period also. No issue till date. One star omitted because there is no preventing maintenance or scheduled service call from the company .
5,Excellent,"Using from past 4months,Good washing,Less noise,Value for money,Simple and nice performance."
4,Wonderful,Good Product for the family who have 3 or 4 member's. i suggest to order this.
5,Best in the market!,Product is good. Thanks to flipkart & LG. but installation & demo person very bad service
1,Don't waste your money,Worst product ever
5,Perfect product!,Very nice looks and nice performance
5,Awesome,Superb performance after using near about 1year and also power consumption is low
5,Terrific purchase,Value for money
5,Best in the market!,Nice
5,Simply awesome,Very good
1,Waste of money!,Price 18000 very  bad experience
4,Good quality product,Little bit noiseable  but washing quality is good
4,Best in Mid range,Hereafter Kindly provide washing machine cover also. its very difficult to buy in outside
4,Worth the money,Wash programs should be more..overall good one
5,Mind-blowing purchase,excellent
5,Worth every penny,Flipkart is best. I'm fully satisfied 😉😊
5,Super!,obust product
1,Did not meet expectations,Worest washing machine
3,Does the job,Product is GOOD. If you are ordering be ready to take follow up of 3 to 4 hours. For me this period was of 11 days for installation. Very Very poor coordination between LG and Flipkart.
5,Great product,NIC
5,Must buy!,xcellent product
5,Super!,"Very nice product from LG, worth of every penny"
5,Best in the market!,1 day delivery by flipcart with no extra delivery charges. Product got delivered with no damage. Very less noise while spinning thanks to inverter  motor. Rest all good. Used for 1 week no problem so far.  Would recommend
5,Fabulous!,"I have been using this product since one month now..And these are based on my experiences.. There are more pros and very lil cons. It's a very basic but durable and energy efficient washing machine.Pros:1. Auto restart feature.2. Inverter technology machine, i.e., really consumes very less energy. At the time of maximum spin It takes power equal to two fans only. 3. You can easily run it on Inverter, If you have 850 va inverter or more. 3. Rust free motor.5. Performance wise good. Lg ..."
5,Great product,Good product.  And  less consumption of electricity
3,Good,Good
2,Moderate,Not happy bad performance
5,Awesome,Good product...
5,Awesome,Thanks
5,Brilliant,Best in segment
5,Simply awesome,Good product..
5,Great product,Nice one
5,Terrific,"Installation and delivery all are perfect, Go for it without doubt"
5,Must buy!,First of all 5 star for flipkart for the delivery in such a peripheral area that too within time. Product is good.
5,Terrific purchase,Go for it. Performance is good
4,Pretty good,First thing is Made in India & with good technology.Easy to understand and silent in operation.As per claim it is having power save also.I got this only for 13500/- with No cost EMI Which is value for money.Go for it if your budget is low.Dont expect high end cleaning like front load
4,Value-for-money,Good
3,Nice,Nice machine. Very silent.
5,Simply awesome,wesome Product
5,Best in the market!,Best product
4,Delightful,ll good but installation guy didn't came till now its been 4 days since the product was delivered.
4,Good choice,"Thumbs up for service and quality of the product,"
4,Nice product,Good product go for it👍
5,Brilliant,The delivery was good delivered on time
5,Mind-blowing purchase,Good for buy
5,Great product,nice machine
5,Brilliant,good
5,Worth every penny,🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥This machine is very good at doing more work than it is good to see. I congratulate LG Company so much that they have made such a good washing machine.And I also want to thank Flipkart a lot because they take very good care of their customer.🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥
4,Worth the money,I am happy to buying this lg washing machine really its good and operating system is very simple no complicated value for money But I feel bad experience about installation I received machine after 14days install technician came and he is not responding properly very worst experience and he is not suggest anything reg operating system and etc other Dan gud
5,Classy product,I really like.overall good experience.
3,Nice,"Product is good, needs to keep in flat place, otherwise sound is populating when wash the clothes, apart from it is very good for that cost,Technician  is not good or not friendly, kind of hurt. Overall we can buy this product because of company."
4,Wonderful,Washing machine performs well but having less buttons to actually understand the features. Late installation bring us to chaos to how to operate washing machine. Working well. But if lg provided more functional buttons it ld have been better
5,Mind-blowing purchase,Installation procedure is very good. Machine also good . Go for it .Thanku Flipkart.
4,Very Good,Good product 👍👍👍
5,Terrific purchase,Nice product.Quick delivered by flipcart.
5,Mind-blowing purchase,It's amazing
5,Brilliant,Nice product you can buy it.
5,Classy product,xcellent product. Fast delivery & same day installation.
5,Best in the market!,very valuable product
1,Terrible product,Waste of money don't buy it
4,Pretty good,"Good product for a family of 4, vary silent and effivient."
5,Worth every penny,Performance is very good and very easy to use.. this is the best model within this range.. but if you go for their exchange program it is the worst.. they reject your old machine for just no reason e.g. very little rust present.. exchange only if your old machine looks like a new one..
5,Perfect product!,Good
5,Terrific purchase,Very super interesting  LG smooth walking  be happy
3,Does the job,Light weight
5,Simply awesome,I can't believe it was amazing
1,Don't waste your money,Installation and demo is not timely .Not good
5,Simply awesome,Quality product
5,Excellent,Good Product. Go for it.
1,Very poor,Cloth cleaning is not good. Look out for another option
4,Really Nice,Product is good... But installation wise I'm bit disappeared... He couldn't able fix it and instead said that our water pipe connection is not proper... We could able to fix it ourself
1,Horrible,No installation done LG person. Big headache after purchase
5,Must buy!,"Super intilgent machine.it is great machine with less buttons which is way convenient for elders or starters who will be easy to use.Just press power button and start button,rest machine is calculating load and it is automatically setting time needed and water needed to finish the wash. Wash quality is good and dry output is around 70%."
5,Classy product,Inveter + Automatically = perfect
4,Nice product,"Good,but still more discount expected,"
5,Highly recommended,Good product value of money
5,Best in the market!,Product is really nice. Very much satisfied with it. Colour of the product is good. I would say it is a total value for money product and I would recommend people who thinking of buying a fully automatic machine should consider this product in mind.
