Rating,Date,Title,Review
4.0,7 August 2020,"Amazon and Samsung ""GREAT SERVICE""","Writing review after 6 months of use , No issues so far. water outlet length is small but overall satisfied with the performance. Tested  heavy cloths for starting 10 days and happy to see the performance. 20 min mode for baby cloths/daily cloths is very good. Samsung guy came on time and installed. He did not share much info on specifications. Front load @ 20k  with exchange of old LG front load look satisfactory to me."
1.0,7 August 2020,Damages product,Its been just three days since we have started using the maching machine and already we see error code popping up in machine as 4C and it is irritating .all the time we have to pause and play to restart it and even when there is no issue of water supply to the machine still it shows as  4C
5.0,29 July 2020,My first online purchase of 50Kg applicances,Love the product. It shakes bit more in the squeezing session.
5.0,27 July 2020,Do not buy from Amazon if you do not know how to install yourself,Excellent Product....
5.0,26 July 2020,Good performance.,Good
1.0,26 July 2020,Excellent,Delivery was not happened on time .. delivery team not upto the mark..product is ok ok..
5.0,26 July 2020,Good,Best front load washing machine in this price.1. Awsome wash performance2. Less water required with 5 star inverter technology machine with inbuilt heater3. Separate compartment for comfort freshness4. Top quality meta body with small length drain outlet.Overall statisfied with the product✨✨✨✨✨I was expecting one day or two day delivery but it was 4 days. Anyhow fine. Demo done after 2 days of delivery.
5.0,25 July 2020,Delivery issues but product is ok,Good performance! quick installation even during lockdown!
5.0,24 July 2020,Best in this Rate,Easy to use
5.0,23 July 2020,Good performance,Comfortable to use
4.0,22 July 2020,Satisfied,Very Nice 👌
5.0,22 July 2020,Awesome,Good product and good service by Amazon
4.0,7 August 2020,My first online purchase of 50Kg applicances,Very good product and easy to use with all the options. Installation from Samsung was also very quick within 48Hrs with free of cost and no problems at all.
5.0,6 August 2020,Do not buy from Amazon if you do not know how to install yourself,Good choice
4.0,6 August 2020,Very good product,Good item...but there is no option for drum cleaner
4.0,5 August 2020,Best washing machine,Good utility item
1.0,5 August 2020,Except drum cleaner...it is good,The washing machine is faulty. Stops withing few mins after starting. 2 visits from the technician and still not fixed. Pathetic response from Samsung Customer Care. Do not waste your TIME and Money on this piece of JUNK!
5.0,2 August 2020,Good,"People would suggest you so many brands but you need to remember your requirement and budget. For a single person or two, 6 kg is enough and price is decent. Very easy to use, nothing fancy. 5 star performance. Samsung did an excellent job!"
5.0,2 August 2020,DO NOT BUY! Problem within 1 month of buying,Service was excellent and the engineer was very courteous and well trained.Would surely recommend this product for the price n service.
5.0,30 July 2020,Delivered within a day and installation is done in less than 3 hours,"After 20 days use writing the review. From Samsung the washing machine is superb. Machine is working smoothly and silently. Samsung is the best brand. Washing quality is very good with liquid detergent. I am using liquid detergent.  Installing person installed without any cost and he didn't force to sell some items like stand and cover. I am using the machine without stand because of my floor is unbalanced.  Service person also suggested use the machine without stand, if you use the stand machine vibrating too much... without stand no vibration,  no sound.  Overall the machine is superb for 4members family. I really recommend the Washing machine if your budget 23000/-.... If you spend 27000/- you should buy 6.5kg eco bubble technology machine..."
1.0,29 July 2020,Excellent Product n Servicw,Installation person did not explain anything. Was totally irresponsible.
5.0,29 July 2020,Nice washing machine....,"very good product by SAMSUNG,service is so good ,but Amazon service person is third class"
