Rating,Date,Title,Review
1,10-Aug-20,Too many hidden charges,"Pathetic Installation by Daikin hired kabadiwalas....Day1 post installation after using it for an hour in evening, the moment I turned off, water from indoor unit started flowingThis after the installation kabadiwalas hired by Daikin , installed the indoor unit twice as first time they drilled hole and misaligned the indoor unit.Second time, they drilled again nearby and you see in video water gushing out of indoor unit"
5,06-Aug-20,Daikin installation team demanding more money as 5000/-,Wonderful product
5,23-Jul-20,Pathetic Installation,Ac cooling is very fast cools 100 sft room in just 10 min if you have a room less than 100 sft buy it with your eyes closed .installation was done in 2daysinstallation technician not experienced onedikine should properly train themyou should asked him to de vacuum the pipes and then release the r32 gasinstallation cost 1500 +200 for 3 core wireexpect the technician every thing is good
4,21-Jul-20,Worth a buy,Worth for money
1,20-Jul-20,Amazing product go for it,Ac not working since installing done and after complaining to company still no response
5,19-Jul-20,Box does not contain basics for installation,Very good product by diakin.
5,16-Jul-20,Don’t ever think so,working fine so far... still waiting for 2.5 filter
5,15-Jul-20,Best product,It’s extremely quiet and cools really well
5,15-Jul-20,woks fine..pm filter missing,"Dear friends, I have been using it for past one month and believe Me I am so glad that I took the decision to buy this one. Cooling is awesome, noise of external unit is also very low, power consumption is awesome - ranging from 700W to 750W. In actual it costs Rs. 5 to 5.5 per hour in my case due to standard cost of 1unit as Rs  7 in my apartment. I have observed it for many days so can confirm about its power consumption. My room size is 10x12 sq.ft. but it can cool it down in approx. 10-15 mins in powechill mode. I recommend you to go for it. Thanks"
5,13-Jul-20,Great cooling with quiet operation,excellent Ac.. using it for a week now.excellent product. 0.8 ton..but cooling better than 1 ton ac.. room size 10x12.. chilled in 10 minutes. have to operate at 26° as cooling too much.. silent operation.installation done in 2 hours. good installation. charges 4000... 750 for 1 metre extra copper pipe and 700 for 7 metre copper wire plus 600 for drain pipe... overall very good installation...
5,09-Jul-20,Awesome cooling and very light on your pocket,"1)Swing very very slow.2)No indoor temperature display.3)Night time remote buttons not visible (radium buttons not there).4)Remote always on, (there is no switch off button), so batteries fastly discharge.These 4 are major mistakes.Current bill very less,I like this Daikin AC,i will give 5 rating."
5,06-Jul-20,excellent ac,Very good option in less then 1.0 ton. Suffice the requirement and its value for money
5,02-Jul-20,4 Major mistakes in Daikin AC's,Good product.. value for money
3,01-Jul-20,Daikin...Value for Money,The PM filter as mentioned was not provided
