add_feat,body_feat,conv_feat,dimensions,gen_spec,highlights,no_ratings,prod_desc,product_name,product_price,product_rating,wash_mod
"Additional Features,Child Lock,Yes,Shock Proof,Yes,Door Lock,Yes,Auto Power Off,Yes,Other Features,6 Motion Direct Drive Technology, Steam for Hygiene, Turbo Wash, 100% Water Proof Touch Control, Scrub, Stepping, Filtration, Tumble, Swing, Rolling, Smart Diagnosis, Cycle Download","Body Features,Outer Body Material,Stainless Steel,Tub Material,Stainless Steel,Transparent Window Display,Yes,Wheel Support,No","Convenience Features,Digital Display,Yes,Wrinkle Prevention,Yes,Memory Backup,Yes,Other Convenience Features,Wi-Fi","Dimensions,Width,60 cm,Height,85 cm,Depth,55 cm,Weight,60 kg","General,In The Box,1 Machine Unit, Drain Hose, OT Hose, QRG, User Manual,Brand,LG,Model Name,FHT1408ZWS,Function Type,Fully Automatic Front Load,Energy Rating,5,Washing Capacity,8 kg,Washing Method,Tumble,Maximum Spin Speed,1400 rpm,In-built Heater,Yes,Color,Grey,Shade,Stainless Silver,Installation & Demo,Installation & Demo,Authorised Service Engineer will install the Washing Machine, make it operational and explain the below details. 1. How to Use, 2. Features,3. Do's and Dont's.,Warranty,Warranty Summary,2 Years Comprehensive and 10 Years on Motor from LG,Covered in Warranty,All Parts Excluding Outer Cabinet and Plastic Parts from the Date of Purchase will be Covered Under Warranty. This also Covers all Manufacturing Defects,Not Covered in Warranty,Parts: Outer Cabinet and Plastic Parts. Any Accessories External to the Product. The Product is Not Used according to the Instructions Given in the Instructions Manual. Defects Caused By Improper Use as Determined By the Company Personnel. Modification or Alteration of any Nature Made in the Electrical Circuitry/or Physical Construction of the Set. Site (Where the Premises is Kept) Conditions that Do not Confirm to the Recommended Operating Conditions of the Machine. The Serial Number is Removed, Altered or Obliterated from the Machine. Defects Due to Cause Beyond Control Like Lightning, Abnormal Voltage, Acts of God or While in Transit to the Service Centers or Purchaser's Residence.,Warranty Service Type,Technician Visit,Wash Modes,Wash Program Types,30 - Cotton, Cotton+, Mix, Allergy Care, Delicate, Stain Care, Speed 14 , Crease Care, Intensive wash, Tub Clean,Fuzzy Logic,Yes,Pre-wash Soak,Yes,Quick Wash,Yes,Spin Only,Yes,Other Wash Modes,Allergy Care, Baby Care, Quick 30 Program, Crease Care, Pre-Wash,Body Features,Outer Body Material,Stainless Steel,Tub Material,Stainless Steel,Transparent Window Display,Yes,Wheel Support,No,Convenience Features,Digital Display,Yes,Wrinkle Prevention,Yes,Memory Backup,Yes,Other Convenience Features,Wi-Fi,Additional Features,Child Lock,Yes,Shock Proof,Yes,Door Lock,Yes,Auto Power Off,Yes,Other Features,6 Motion Direct Drive Technology, Steam for Hygiene, Turbo Wash, 100% Water Proof Touch Control, Scrub, Stepping, Filtration, Tumble, Swing, Rolling, Smart Diagnosis, Cycle Download,Dimensions,Width,60 cm,Height,85 cm,Depth,55 cm,Weight,60 kg","Highlights,Fully Automatic Front Load Washing Machines have Great Wash Quality with very less running cost,1400 rpm  : Higher the spin speed, lower the drying time,Number of wash programs - 30,5 Star Rating,8 kg",25,"6 Motion Direct Drive Technology,Noiseless Performance,Germ-free and Allergen-free,SmartThinQ Wi-Fi,Save Time and Water,Heater,Waterproof Touch Panel,Child Lock Feature,Auto Restart,Stainless Steel Drum","LG 8 kg 5 Star Fully Automatic Front Load with In-built Heater Grey,  (FHT1408ZWS)","41,999",4.4,"Wash Modes,Wash Program Types,30 - Cotton, Cotton+, Mix, Allergy Care, Delicate, Stain Care, Speed 14 , Crease Care, Intensive wash, Tub Clean,Fuzzy Logic,Yes,Pre-wash Soak,Yes,Quick Wash,Yes,Spin Only,Yes,Other Wash Modes,Allergy Care, Baby Care, Quick 30 Program, Crease Care, Pre-Wash"
"Additional Features,Child Lock,Yes,Shock Proof,Yes,Door Lock,Yes,Auto Power Off,Yes,Other Features,6 Motion Direct Drive Technology, Steam for Hygiene, Turbo Wash, 100% Water Proof Touch Control, Scrub, Stepping, Filtration, Tumble, Swing, Rolling, Smart Diagnosis, Cycle Download","Body Features,Outer Body Material,Stainless Steel,Tub Material,Stainless Steel,Transparent Window Display,Yes,Wheel Support,No","Convenience Features,Digital Display,Yes,Wrinkle Prevention,Yes,Memory Backup,Yes,Other Convenience Features,Wi-Fi","Dimensions,Width,60 cm,Height,85 cm,Depth,55 cm,Weight,60 kg","General,In The Box,1 Machine Unit, Drain Hose, OT Hose, QRG, User Manual,Brand,LG,Model Name,FHT1409ZWL,Function Type,Fully Automatic Front Load,Energy Rating,5,Washing Capacity,9 kg,Washing Method,Tumble,Maximum Spin Speed,1400 rpm,In-built Heater,Yes,Color,Silver,Shade,Silver,Installation & Demo,Installation & Demo,Authorised Service Engineer will install the Washing Machine, make it operational and explain the below details. 1. How to Use, 2. Features,3. Do's and Dont's.,Warranty,Warranty Summary,2 Years Comprehensive and 10 Years on Motor from LG,Covered in Warranty,All Parts Excluding Outer Cabinet and Plastic Parts from the Date of Purchase will be Covered Under Warranty. This also Covers all Manufacturing Defects,Not Covered in Warranty,Parts: Outer Cabinet and Plastic Parts. Any Accessories External to the Product. The Product is Not Used according to the Instructions Given in the Instructions Manual. Defects Caused By Improper Use as Determined By the Company Personnel. Modification or Alteration of any Nature Made in the Electrical Circuitry/or Physical Construction of the Set. Site (Where the Premises is Kept) Conditions that Do not Confirm to the Recommended Operating Conditions of the Machine. The Serial Number is Removed, Altered or Obliterated from the Machine. Defects Due to Cause Beyond Control Like Lightning, Abnormal Voltage, Acts of God or While in Transit to the Service Centers or Purchaser's Residence.,Warranty Service Type,Technician Visit,Wash Modes,Wash Program Types,30 - Cotton, Cotton+, Mix, Allergy Care, Delicate, Stain Care, Speed 14 , Crease Care, Intensive wash, Tub Clean,Fuzzy Logic,Yes,Pre-wash Soak,Yes,Quick Wash,Yes,Spin Only,Yes,Other Wash Modes,Allergy Care, Baby Care, Quick 30 Program, Crease Care, Pre-Wash,Body Features,Outer Body Material,Stainless Steel,Tub Material,Stainless Steel,Transparent Window Display,Yes,Wheel Support,No,Convenience Features,Digital Display,Yes,Wrinkle Prevention,Yes,Memory Backup,Yes,Other Convenience Features,Wi-Fi,Additional Features,Child Lock,Yes,Shock Proof,Yes,Door Lock,Yes,Auto Power Off,Yes,Other Features,6 Motion Direct Drive Technology, Steam for Hygiene, Turbo Wash, 100% Water Proof Touch Control, Scrub, Stepping, Filtration, Tumble, Swing, Rolling, Smart Diagnosis, Cycle Download,Dimensions,Width,60 cm,Height,85 cm,Depth,55 cm,Weight,60 kg","Highlights,Fully Automatic Front Load Washing Machines have Great Wash Quality with very less running cost,1400 rpm  : Higher the spin speed, lower the drying time,Number of wash programs - 30,5 Star Rating,9 kg",73,"6 Motion Direct Drive Technology,Noiseless Performance,Germ-free and Allergen-free,SmartThinQ Wi-Fi,Save Time and Water,Heater,Waterproof Touch Panel,Child Lock Feature,Auto Restart,Stainless Steel Drum","LG 9 kg 5 Star Fully Automatic Front Load with In-built Heater Silver,  (FHT1409ZWL)","45,490",4.3,"Wash Modes,Wash Program Types,30 - Cotton, Cotton+, Mix, Allergy Care, Delicate, Stain Care, Speed 14 , Crease Care, Intensive wash, Tub Clean,Fuzzy Logic,Yes,Pre-wash Soak,Yes,Quick Wash,Yes,Spin Only,Yes,Other Wash Modes,Allergy Care, Baby Care, Quick 30 Program, Crease Care, Pre-Wash"
,"Convenience Features,Digital Display,Yes","Dimensions,Width,540 mm,Height,910 mm,Depth,540 mm,Weight,32 kg",,"General,In The Box,Service Manual,Hose,Owner 's Manual,1 Washing Machine Unit,Brand,LG,Model Name,T7288NDDLG,Function Type,Fully Automatic Top Load,Energy Rating,0,Washing Capacity,6.2 kg,Washing Method,Punch + 3 Pulsator Wash,Maximum Spin Speed,740 rpm,In-built Heater,No,Color,Silver,Shade,(Middle Free Silver),Installation & Demo,Installation & Demo,Explain all the functionality of the product,Usage of the product,The authorized service engineer will be providing detailed demo that includes,Flipkart will facilitate Installation and Demo at time of your convenience from an brand authorized service engineer,The Installation & Demo service will be provided free of cost. All additional accessories not part of the the package will be charged separately,Preventive maintenance action to be taken,Flipkart will communicate the day and time slot of the scheduled Installation & Demo through a SMS and the same information will also be available in your order details page,Warranty,Warranty Summary,2 Years Comprehensive Warranty and 10 Years Warranty on Motor from LG,Covered in Warranty,All Parts Excluding Outer Cabinet and Plastic Parts from the Date of Purchase will be Covered Under Warranty. This also Covers all Manufacturing Defects,Not Covered in Warranty,Parts: Outer Cabinet and Plastic Parts. Any Accessories External to the Product. The Product is Not Used according to the Instructions Given in the Instructions Manual. Defects Caused By Improper Use as Determined By the Company Personnel. Modification or Alteration of any Nature Made in the Electrical Circuitry/or Physical Construction of the Set. Site (Where the Premises is Kept) Conditions that Do not Confirm to the Recommended Operating Conditions of the Machine. The Serial Number is Removed, Altered or Obliterated from the Machine. Defects Due to Cause Beyond Control Like Lightning, Abnormal Voltage, Acts of God or While in Transit to the Service Centers or Purchaser's Residence.,Warranty Service Type,Technician Visit,Body Features,Tub Material,Stainless Steel,Convenience Features,Digital Display,Yes,Dimensions,Width,540 mm,Height,910 mm,Depth,540 mm,Weight,32 kg","Highlights,Fully Automatic Top Load Washing Machines are ergonomically friendly and provide great wash quality,740 rpm  : Higher the spin speed, lower the drying time,6.2 kg : Great for a family of 3","1,097","Smart Inverter Technology,Smart Inverter Motor,LG Motor System,LoDecibel and Less Vibration,Corrosion Resistance,LG Smart Motion and TurboDrum,LG Smart Motion,TurboDrum,Fuzzy,Quick Wash,Air Dry,Smart Cleaning,Wool,Smart Diagnosis,Punch+ 3,LG's Auto Pre Wash,Auto Restart,Standby Power Save,Side Waterfall","LG 6.2 kg Fully Automatic Top Load Silver,  (T7288NDDLG)","16,999",4.4,"Body Features,Tub Material,Stainless Steel"
"Additional Features,Child Lock,Yes,Shock Proof,Yes,Door Lock,Yes,Auto Power Off,Yes,Other Features,6 Motion Direct Drive Technology, Steam for Hygiene, Turbo Wash, 100% Water Proof Touch Control, Scrub, Stepping, Filtration, Tumble, Swing, Rolling, Smart Diagnosis, Cycle Download","Body Features,Outer Body Material,Stainless Steel,Tub Material,Stainless Steel,Transparent Window Display,Yes,Wheel Support,No","Convenience Features,Digital Display,Yes,Wrinkle Prevention,Yes,Memory Backup,Yes,Other Convenience Features,Wi-Fi","Dimensions,Width,60 cm,Height,85 cm,Depth,55 cm,Weight,60 kg","General,In The Box,1 Machine Unit, Drain Hose, OT Hose, QRG, User Manual,Brand,LG,Model Name,FHT1408ZWL,Function Type,Fully Automatic Front Load,Energy Rating,5,Washing Capacity,8 kg,Washing Method,Tumble,Maximum Spin Speed,1400 rpm,In-built Heater,Yes,Color,Silver,Shade,Silver,Installation & Demo,Installation & Demo,Authorised Service Engineer will install the Washing Machine, make it operational and explain the below details. 1. How to Use, 2. Features,3. Do's and Dont's.,Warranty,Warranty Summary,2 Years Comprehensive and 10 Years on Motor from LG,Covered in Warranty,All Parts Excluding Outer Cabinet and Plastic Parts from the Date of Purchase will be Covered Under Warranty. This also Covers all Manufacturing Defects,Not Covered in Warranty,Parts: Outer Cabinet and Plastic Parts. Any Accessories External to the Product. The Product is Not Used according to the Instructions Given in the Instructions Manual. Defects Caused By Improper Use as Determined By the Company Personnel. Modification or Alteration of any Nature Made in the Electrical Circuitry/or Physical Construction of the Set. Site (Where the Premises is Kept) Conditions that Do not Confirm to the Recommended Operating Conditions of the Machine. The Serial Number is Removed, Altered or Obliterated from the Machine. Defects Due to Cause Beyond Control Like Lightning, Abnormal Voltage, Acts of God or While in Transit to the Service Centers or Purchaser's Residence.,Warranty Service Type,Technician Visit,Wash Modes,Wash Program Types,30 - Cotton, Cotton+, Mix, Allergy Care, Delicate, Stain Care, Speed 14 , Crease Care, Intensive wash, Tub Clean,Fuzzy Logic,Yes,Pre-wash Soak,Yes,Quick Wash,Yes,Spin Only,Yes,Other Wash Modes,Allergy Care, Baby Care, Quick 30 Program, Crease Care, Pre-Wash,Body Features,Outer Body Material,Stainless Steel,Tub Material,Stainless Steel,Transparent Window Display,Yes,Wheel Support,No,Convenience Features,Digital Display,Yes,Wrinkle Prevention,Yes,Memory Backup,Yes,Other Convenience Features,Wi-Fi,Additional Features,Child Lock,Yes,Shock Proof,Yes,Door Lock,Yes,Auto Power Off,Yes,Other Features,6 Motion Direct Drive Technology, Steam for Hygiene, Turbo Wash, 100% Water Proof Touch Control, Scrub, Stepping, Filtration, Tumble, Swing, Rolling, Smart Diagnosis, Cycle Download,Dimensions,Width,60 cm,Height,85 cm,Depth,55 cm,Weight,60 kg","Highlights,Fully Automatic Front Load Washing Machines have Great Wash Quality with very less running cost,1400 rpm  : Higher the spin speed, lower the drying time,Number of wash programs - 30,5 Star Rating,8 kg",109,"6 Motion Direct Drive Technology,Noiseless Performance,Germ-free and Allergen-free,SmartThinQ Wi-Fi,Save Time and Water,Heater,Waterproof Touch Panel,Child Lock Feature,Auto Restart,Stainless Steel Drum","LG 8 kg 5 Star Fully Automatic Front Load with In-built Heater Silver,  (FHT1408ZWL)","38,690",4.3,"Wash Modes,Wash Program Types,30 - Cotton, Cotton+, Mix, Allergy Care, Delicate, Stain Care, Speed 14 , Crease Care, Intensive wash, Tub Clean,Fuzzy Logic,Yes,Pre-wash Soak,Yes,Quick Wash,Yes,Spin Only,Yes,Other Wash Modes,Allergy Care, Baby Care, Quick 30 Program, Crease Care, Pre-Wash"
,"Convenience Features,Digital Display,Yes","Dimensions,Width,600 mm,Height,850 mm,Depth,550 mm,Weight,68 kg",,"General,In The Box,1 unit of machine, 1 unit of the drain hose, 1 unit OT hose, 1 unit of QRG (quick reference guide), 1 unit of user manual,Brand,LG,Model Name,FHT1409SWS,Function Type,Fully Automatic Front Load,Energy Rating,0,Washing Capacity,9 kg,Washing Method,Tumble Wash,Maximum Spin Speed,1400 rpm,In-built Heater,Yes,Color,Grey,Shade,stainless silver,Installation & Demo,Installation & Demo,Authorised Service Engineer will install the Washing Machine, make it operational and explain the below details. 1. How to Use, 2. Features,3. Do's and Don'ts.,Warranty,Warranty Summary,2 Years Comprehensive and 10 Years Warranty on Motor from LG,Covered in Warranty,All Parts Excluding Outer Cabinet and Plastic Parts From the Date of Purchase Will be Covered Under Warranty. Covers All Manufacturing Defects,Not Covered in Warranty,Parts: Outer Cabinet and Plastic Parts, Any Accessories External to the Product, Product is Not Used According to the Instructions Given in the Instructions Manual, Defects,Warranty Service Type,Technician Visit,Body Features,Tub Material,Stainless Steel,Convenience Features,Digital Display,Yes,Dimensions,Width,600 mm,Height,850 mm,Depth,550 mm,Weight,68 kg","Highlights,Fully Automatic Front Load Washing Machines have Great Wash Quality with very less running cost,1400 rpm  : Higher the spin speed, lower the drying time,9 kg : Great for Large families",89,"6 Motion Direct Drive Technology,Inverter Direct Drive,Steam Wash,Wi-Fi Connectivity,Turbowash,Heater,Smart Diagnosis,Waterproof Touch Panel,Child Lock,Stainless Steel Drum","LG 9 kg Inverter Wi-Fi with 6 Motion DD Technology Fully Automatic Front Load with In-built Heater Grey,  (FHT1409SWS)","43,990",4.5,"Body Features,Tub Material,Stainless Steel"
"Additional Features,Child Lock,Yes,Other Features,Better Washing with LG Smart Motion and TurboDrum, Smart Diagnosis, Turbo Soak, Memory Backup, Auto Balance System, Transparent Window (Glass Type), Powerful Washing With Multi Water Flow, Waterfall Circulation, Smart Filter","Body Features,Tub Material,Plastic","Convenience Features,Digital Display,Yes,Other Convenience Features,Water Inlet Cold Only","Dimensions,Width,54 cm,Height,87 cm,Depth,54 cm,Weight,32 kg","General,In The Box,1 Washing Machine, Inlet Pipe, Outlet Pipe, User Manual, Warranty Card,Brand,LG,Model Name,T7288NDDLA.ABWPEIL,Function Type,Fully Automatic Top Load,Energy Rating,0,Washing Capacity,6.2 kg,Washing Method,Pulsator,Maximum Spin Speed,740 RPM,In-built Heater,No,Color,White,Shade,White,Technology Used,Smart Inverter Technology,Installation & Demo,Installation & Demo,Authorised Service Engineer will install the Washing Machine, make it operational and explain the below details. 1. How to Use, 2. Features,3. Do's and Dont's.,Warranty,Warranty Summary,2 Years Warranty on Product and 10 Years Warranty on Motor,Covered in Warranty,All Parts Excluding Outer Cabinet and Plastic Parts from the Date of Purchase will be Covered Under Warranty. This also Covers all Manufacturing Defects,Not Covered in Warranty,Warranty does not Cover Normal Wear and Tear of Parts or Any Other Acts of God. Warranty does not Include Preventive Checks, Routine Maintenance, Cleaning, Defects Caused by Pets, Rats or Any Other Animal or Insect, Any Consequential or Resulting Liability, Damage or Loss to Property or Life Arising Directly or Indirectly as Result of Appliance Failure or Breakdown,Warranty Service Type,On-site,Wash Modes,Wash Program Types,- Strong (Jeans), Favorite, Gentle (Wool/Saree), Normal,Fuzzy Logic,Yes,Pre-wash Soak,Yes,Quick Wash,Yes,Other Wash Modes,3 Step Wash, Smart Cleaning, Tub Clean,Body Features,Tub Material,Plastic,Convenience Features,Digital Display,Yes,Other Convenience Features,Water Inlet Cold Only,Additional Features,Child Lock,Yes,Other Features,Better Washing with LG Smart Motion and TurboDrum, Smart Diagnosis, Turbo Soak, Memory Backup, Auto Balance System, Transparent Window (Glass Type), Powerful Washing With Multi Water Flow, Waterfall Circulation, Smart Filter,Dimensions,Width,54 cm,Height,87 cm,Depth,54 cm,Weight,32 kg","Highlights,Fully Automatic Top Load Washing Machines are ergonomically friendly and provide great wash quality,740 RPM  : Higher the spin speed, lower the drying time,6.2 kg",3,,"LG 6.2 kg with Smart Inverter Fully Automatic Top Load White,  (T7288NDDLA.ABWPEIL)","16,420",4.3,"Wash Modes,Wash Program Types,- Strong (Jeans), Favorite, Gentle (Wool/Saree), Normal,Fuzzy Logic,Yes,Pre-wash Soak,Yes,Quick Wash,Yes,Other Wash Modes,3 Step Wash, Smart Cleaning, Tub Clean"
"Power Features,Power Requirement,AC 230 V","Body Features,Outer Body Material,Steel,Tub Material,Stainless Steel,Transparent Window Display,Yes","Convenience Features,Digital Display,Yes,Tub Self-clean,Yes,Wrinkle Prevention,Yes,Lint Filter,Yes,Memory Backup,Yes","Additional Features,Child Lock,Yes,Shock Proof,Yes,Other Features,Inverter Direct Drive Motor","General,In The Box,1 unit of machine, 1 unit of the drain hose, 1 unit of QRG (quick reference guide), 1 unit of user manual, 1 unit OT hose & 1 Unit Detergent Powder (200gm packet), Anti Rat Cover,Brand,LG,Model Name,THD11STB,Function Type,Fully Automatic Top Load,Energy Rating,0,Washing Capacity,11 kg,Washing Method,Pulsator,Maximum Spin Speed,780 rpm,In-built Heater,Yes,Color,Black,Dryer Type,Air Dry,Water Level Selector,Yes,Water Level Settings,10,Shade,Black Stainless steel silver,Technology Used,HEDD Technology,Installation & Demo,Installation & Demo,Authorised Service Engineer will install the Washing Machine, make it operational and explain the below details. 1. How to Use, 2. Features,3. Do's and Don'ts.,Warranty,Warranty Summary,2 Years Comprehensive and 10 Years on Motor from LG,Covered in Warranty,All Parts Excluding Outer Cabinet and Plastic Parts from the Date of Purchase will be Covered Under Warranty. This also Covers all Manufacturing Defects,Not Covered in Warranty,Parts: Outer Cabinet and Plastic Parts. Any Accessories External to the Product. The Product is Not Used according to the Instructions Given in the Instructions Manual. Defects Caused By Improper Use as Determined By the Company Personnel. Modification or Alteration of any Nature Made in the Electrical Circuitry/or Physical Construction of the Set. Site (Where the Premises is Kept) Conditions that Do not Confirm to the Recommended Operating Conditions of the Machine. The Serial Number is Removed, Altered or Obliterated from the Machine. Defects Due to Cause Beyond Control Like Lightning, Abnormal Voltage, Acts of God or While in Transit to the Service Centers or Purchaser's Residence.,Warranty Service Type,Technician Visit,Wash Modes,Wash Program Types,4,Fuzzy Logic,Yes,Hot Wash,Yes,Pre-wash Soak,Yes,Quick Wash,Yes,Spin Only,Yes,Spin & Rinse,Yes,Body Features,Outer Body Material,Steel,Tub Material,Stainless Steel,Transparent Window Display,Yes,Convenience Features,Digital Display,Yes,Tub Self-clean,Yes,Wrinkle Prevention,Yes,Lint Filter,Yes,Memory Backup,Yes,Power Features,Power Requirement,AC 230 V,Additional Features,Child Lock,Yes,Shock Proof,Yes,Other Features,Inverter Direct Drive Motor,Dimensions,Width,54 cm,Height,94.5 cm,Depth,54 cm,Weight,38 kg","Highlights,Fully Automatic Top Load Washing Machines are ergonomically friendly and provide great wash quality,780 rpm  : Higher the spin speed, lower the drying time,Number of wash programs - 4,11 kg",28,,"LG 11 kg Fully Automatic Top Load with In-built Heater Black,  (THD11STB)","38,890",4.6,"Wash Modes,Wash Program Types,4,Fuzzy Logic,Yes,Hot Wash,Yes,Pre-wash Soak,Yes,Quick Wash,Yes,Spin Only,Yes,Spin & Rinse,Yes"
,"Convenience Features,Digital Display,Yes","Dimensions,Width,540 mm,Height,910 mm,Depth,540 mm,Weight,32 kg",,"General,In The Box,Owner's Manual,Spanner,Inlet Hose,1 Washing Machine,Brand,LG,Model Name,T7581NEDL1,Function Type,Fully Automatic Top Load,Energy Rating,0,Washing Capacity,6.5 kg,Washing Method,Punch + 3 Pulsator Wash,Maximum Spin Speed,740 rpm,In-built Heater,No,Color,Silver,Shade,Free Silver,Installation & Demo,Installation & Demo,Explain all the functionality of the product,Usage of the product,The authorized service engineer will be providing detailed demo that includes,Flipkart will facilitate Installation and Demo at time of your convenience from an brand authorized service engineer,The Installation & Demo service will be provided free of cost. All additional accessories not part of the the package will be charged separately,Preventive maintenance action to be taken,Flipkart will communicate the day and time slot of the scheduled Installation & Demo through a SMS and the same information will also be available in your order details page,Warranty,Warranty Summary,2 Years Comprehensive Warranty and 10 Years Warranty on Motor from LG,Covered in Warranty,Covers All Manufacturing Defects,All Parts Excluding Outer Cabinet and Plastic Parts from the Date of Purchase will be Covered Under Warranty,Not Covered in Warranty,Defects,Product is Not Used According to the Instructions Given in the Instructions Manual,Parts: Outer Cabinet and Plastic Parts,Any Accessories External to the Product,Warranty Service Type,Technician Visit,Body Features,Tub Material,Stainless Steel,Convenience Features,Digital Display,Yes,Dimensions,Width,540 mm,Height,910 mm,Depth,540 mm,Weight,32 kg","Highlights,Fully Automatic Top Load Washing Machines are ergonomically friendly and provide great wash quality,740 rpm  : Higher the spin speed, lower the drying time,6.5 kg : Great for a family of 3",22,"Smart Inverter Technology,Powerful LG Motor System,LoDecibel and Less Vibration,LG Smart Motion and TurboDrum,Smart Motion,TurboDrum,LG Smart Diagnosis,Soft Closing and Wide Diamond Glass Door,Punch+ 3,Auto Pre-wash,Auto Restart,Standby Power Save,Side Waterfall","LG 6.5 kg Inverter Fully Automatic Top Load Silver,  (T7581NEDL1)","19,490",4.2,"Body Features,Tub Material,Stainless Steel"
,"Convenience Features,Digital Display,No","Dimensions,Width,80.5 cm,Height,97.5 cm,Depth,47.8 cm,Weight,25 kg",,"General,In The Box,1 unit of machine, 1 unit of the drain hose, 1 unit Inlet hose, 1 unit of QRG (quick reference guide), 1 unit of user manual & 1 Unit Detergent Powder (200gm packet), Safety cover,Brand,LG,Model Name,P7025SBAY,Function Type,Semi Automatic Top Load,Energy Rating,0,Washing Capacity,7 kg,Washing Method,Pulsator,Maximum Spin Speed,1350 rpm,In-built Heater,No,Color,Blue,Dryer Type,Wind Jet Dry,Shade,Dark Blue,Installation & Demo,Installation & Demo,This product does not require installation. The features of the product are presented in the user manual that comes with it. Hence, the manufacturer does not provide on-site installation or demo for the product. In case of any queries about the installation or the features of product, kindly call us at 1800 208 9898 or (080) 49400000 for assistance.,Warranty,Warranty Summary,2 Years Comprehensive Warranty and 5 Years Warranty on Motor from LG,Covered in Warranty,All Parts Excluding Outer Cabinet and Plastic Parts from the Date of Purchase will be Covered Under Warranty. This also Covers all Manufacturing Defects,Not Covered in Warranty,Parts: Outer Cabinet and Plastic Parts, Any Accessories External to the Product, The Product is not Used According to the Instructions Given in the Instructions Manual, Defects Caused by Improper Use as Determined by the Company Personnel, Modification or Alteration of Any Nature Made in the Electrical Circuitry or Physical Construction of the Set, Site (Where the Premises is Kept) Conditions that do not Confirm to the Recommended Operating Conditions of the Machine, The Serial Number is Removed, Altered or Obliterated from the Machine, Defects due to Cause Beyond Control Like Lightning, Abnormal Voltage, Acts of God or While in Transit to the Service Centers or Purchaser's Residence,Warranty Service Type,Technician Visit,Body Features,Tub Material,Plastic,Convenience Features,Digital Display,No,Dimensions,Width,80.5 cm,Height,97.5 cm,Depth,47.8 cm,Weight,25 kg","Highlights,Semi Automatic Top Load,1350 rpm  : Higher the spin speed, lower the drying time,7 kg",,"Roller Jet Pulsator,Rat-away Technology,Loosens Dirt Particles,Air Dry,3 Wash Program,Magic Wheel,Lint Removal,Collar Scrubber","LG 7 kg Semi Automatic Top Load Blue,  (P7025SBAY)","12,299",,"Body Features,Tub Material,Plastic"
,"Convenience Features,Digital Display,No","Dimensions,Width,795 mm,Height,975 mm,Depth,470 mm,Weight,34 kg",,"General,In The Box,1 unit of machine, 1 unit of the drain hose, 1 unit Inlet hose, 1 unit of QRG (quick reference guide), 1 unit of user manual & 1 Unit Detergent Powder (200gm packet), Safety cover,Brand,LG,Model Name,P7550R3FA,Function Type,Semi Automatic Top Load,Energy Rating,0,Washing Capacity,6.5 kg,Washing Method,Roller Jet Pulsator Wash,Maximum Spin Speed,1350 rpm,In-built Heater,No,Color,Grey,Shade,Dark Grey,Installation & Demo,Installation & Demo,Manufacturer does not provide Demo and Installation,Warranty,Warranty Summary,2 Years Comprehensive Warranty from LG,Covered in Warranty,All parts excluding outer cabinet and plastic parts from the date of purchase will be covered under warranty,Covers all manufacturing defects,Not Covered in Warranty,Any accessories external to the product,Defects caused by improper use as determined by the company personnel,Serial number is removed, altered or obliterated from the machine,Site (where the premises is kept) conditions that do not confirm to the recommended operating conditions of the machine,Defects due to cause beyond control like lightning, abnormal voltage, acts of God or while in transit to the service center's or purchaser's residence.,Modification or alteration of any nature made in the electrical circuitry/ or physical construction of the set,Product is not used according to the instructions given in the instructions manual,Parts: Outer cabinet and plastic parts,Warranty Service Type,Techinician Visit,Body Features,Outer Body Material,Plastic,Tub Material,Plastic,Convenience Features,Digital Display,No,Dimensions,Width,795 mm,Height,975 mm,Depth,470 mm,Weight,34 kg","Highlights,Semi Automatic Top Load,1350 rpm  : Higher the spin speed, lower the drying time,6.5 kg : Great for a family of 3","10,537","Customise Your Wash,Collar Scrubber to Your Rescue,Clean Clothes for a Happier You,Filter the Lint Out,No More Rat Menace,Other Features","LG 6.5 kg Semi Automatic Top Load Grey,  (P7550R3FA)","10,390",4.5,"Body Features,Outer Body Material,Plastic,Tub Material,Plastic"
