highlights,no_ratings,prod_desc,product_name,product_price,product_rating,tech_details
"Installation: For requesting an installation/demo for this product once delivered, please contact_us on: [ 1800 40 7267864 ] and provide the product's model name.,Fully-automatic top load washing machine; 6.2 kg,Warranty: 2 years comprehensive warranty on product and 4 years on motor,Design - door, color - PM grey, panel display - red LED,Feature - air turbo, auto restart, child lock, magic filter, tempered glass window, drum type - diamond drum, pulsator- center jet, water level - 5 levels,Cycle - blanket, delicates, eco tub clean, additional cycle - normal, quick wash, soak plus normal, number of cycle - 6,Physical specification - voltage/frequency- 220/50, drum material- SS","6,990","Ice Blue LED ,Magic Filter ,Diamond Drum ,Eco Tub Clean ,Water Fall ,Monsoon ","Samsung 6.2 kg Fully-Automatic Top load Washing Machine (WA62M4100HY/TL, Imperial Silver)",,4.3,"Brand,Samsung,Model,WA62M4100HY/TL,Capacity,6.20 Kilograms,Installation Type,Free Standing,Form Factor,top-loading,Special Features,Magic filter, LED display, Tempered Glass Door,Colour,Imperial Silver,Control Console,Fully Automatic,Access Location,Top Load,Voltage,220 Volts,Material,Steel,Batteries Included,No,Batteries Required,No, , "
"Installation: For requesting an installation/demo for this product once delivered, Contact_us on: [1800407267864] and provide the product's model name.,Fully-automatic top-loading washing machine; 6.2 kg,Warranty: 3 years on product; 10 years on motor,Wobble pulsator, STS drum type, 7 wash programs, 5 water level, digital LED, tempered glass window,Magic filter, diamond drum, water fall, child lock, air turbo, auto restart, eco tub clean,Transparent toughened glass lid, air turbo, soak, ice blue led,Maximum spin speed - 680, rat mesh, activ wash plus,Dimension (WxHxD): 540x982x568 mm,Country of Origin: India",33,"Wobble Technology ,Tempered Glass Window ,Magic Filter ,Air Turbo ,Water Fall ,Diamond Drum ,Eco Tub Clean ","Samsung 6.2 kg Fully-Automatic Top Loading Washing Machine (WA62M4200HA/TL, Imperial Silver)","15,740.00",4,"Brand,Samsung,Model,WA62M4200HA/TL,Capacity,6.20 Kilograms,Installation Type,Free Standing,Form Factor,Top-Loading,Special Features,Magic filter, LED display, Tempered Glass Door,Colour,Imperial Silver,Control Console,Fully Automatic,Access Location,Top Load,Voltage,220 Volts,Wattage,330 Watts,Material,Steel,Included Components,Washing Machine & Hose Drain & Hose Inlet & Warranty Card & User Manual & Shutter (Rat Mesh) & Clip Ring & Screw Fitting,Batteries Included,No,Batteries Required,No, , "
"Fully-automatic top-loading washing machine; 6.2 kg capacity,Warranty: 3 years on product, 10 years on motor,Suitable for families with 3 to 4 members,Special features: Easy iron, DIT motor, smart check,For queries/assistance please contact the support no.: 1-800-726-7864,Diamond drum,Country of Origin: India",66,"ACTIVWash+  ,Wobble Technology ,Eco Tub Clean ,Magic Filter ,Diamond Drum ,Ice Blue LED Display ,5 water Level ,Magic Dispenser ,Quick Wash ","Samsung 6.2 Kg Fully-Automatic Top-Loading Washing Machine (WA62N4422BS/TL, Silver, ActivWash+)","15,490.00",4,"Brand,Samsung,Model,WA62N4422BS/TL,Capacity,6.20 Kilograms,Installation Type,Free Standing,Form Factor,Top-Loading,Special Features,Magic filter, LED display, Tempered Glass Door,Colour,Silver,Control Console,Fully Automatic,Access Location,Top Load,Voltage,220 Volts,Material,Stainless-Steel,Included Components,Washing Machine & Hose Drain & Hose Inlet & Warranty Card & User Manual & Shutter (Rat Mesh) & Clip Ring & Screw Fitting,Batteries Included,No,Batteries Required,No, , "
"Installation: For requesting an installation/demo for this product once delivered, please call Samsung support directly on 1800 40 7267864 and provide the product's model name.,Fully-automatic top-loading washing machine; 9 kg capacity,3 years comprehensive; 10 years on motor,Built in sink with water jet,Magic dispenser,Wobble technology and pulsator,Diamond drum,Air turbo",23,"Wobble Technology ,Magic Dispenser ,Diamond Drum ,Built in Sink ,Eco Tub Clean ,Magic Filter ,Water Fall ,Tempered Glass Window ","Samsung WA90J5710SG/TL Fully-Automatic Top-Loading Washing Machine (9 Kg, Grey)","27,800.00",4,"Brand,Samsung,Model,WA90J5710SG/TL,Capacity,9 Kilograms,Installation Type,Free Standing,	Part Number	,WA90J5710SG,Form Factor,Top-Loading,Special Features,Magic filter, LED display, Tempered Glass Door, Child lock,Colour,Grey,Control Console,Fully Automatic,Access Location,Top Load,Batteries Included,No,Batteries Required,No, , "
"Fully-automatic front-loading washing machine; 6.0 kg,Energy Rating: 5 Star,Warranty: 2 years on product, 5 years on motor,Fully-automatic washing machines,Capacity 6.0 kg: Suitable for families with 4 to 5 members,2 years comprehensive warranty and 5 years warranty on motor from Samsung,Special features: hexa Storm pulsator, magic filter, spin timer,Pulsator, air turbo, super dry, 3 wash programs, soak",650,,"Samsung 6.0 Kg Fully-Automatic 5 Star Front Loading Washing Machine (WW60R20GLMA/TL, White)",,4.3,"Brand,Samsung,Model,WW60R20GLMA/TL,Energy Efficiency,5 Star Rating,Capacity,6 Kilograms,Installation Type,Free Standing,Form Factor,Front-Loading,Special Features,In built heater, Inverter,Colour,Da White,Control Console,Fully Automatic,Access Location,Front Load,Voltage,220 Volts,Material,Plastic,Included Components,Washing Machine & Hose Drain & Hose Inlet & Warranty Card & User Manual & Shutter (Rat Mesh) & Clip Ring & Screw Fitting,Batteries Required,No, , "
"Fully-automatic Top-loading washing machine; 6.5 kg capacity,Warranty: 3 years on product, 10 years on motor,Suitable for families with 3 to 4 members,Special features: Bubble soak, bubble technology, easy iron, DIT motor, smart check,For queries/assistance please contact the support no.: 1-800-726-7864,Diamond drum",29,"ACTIVWash+ ,Wobble Technology ,Magic Dispenser ,Magic Filter ,Eco Tub Clean ,Diamond Drum ","Samsung 6.5 Kg Fully-Automatic Top-Loading Washing Machine (WA65N4420NS/TL, Silver, ActivWash+)","17,590.00",4,"Brand,Samsung,Model,WA65N4420NS/TL,Capacity,6.50 Kilograms,Installation Type,Free Standing,Form Factor,Top-Loading,Special Features,Magic filter, LED display, Tempered Glass Door,Colour,Silver,Control Console,Fully Automatic,Access Location,Top Load,Voltage,220 Volts,Material,Stainless-Steel,Included Components,Washing Machine, Hose Drain, Hose Inlet, Warranty Card, User Manual, Shutter (Rat Mesh), Clip Ring and Screw Fitting,Batteries Required,No, , "
"Fully-automatic top-loading washing machine; 6.5 kg,Warranty: 3 years on product, 10 years on motor ; Voltage/Frequency: 220V/50Hz ; Option List: Intensive Wash, Drain, Adjustable Wash, Rinse, Spin,DIT motor with 12 years warranty,Soft door closure,Magic dispenser",16,,"Samsung 6.5 kg Inverter Fully-Automatic Top Loading Washing Machine (WA65N4260SS/TL, Silver)","22,100.00",4,"Brand,Samsung,Model,WA65N4260SS/TL,Capacity,6.50 Kilograms,Maximum Rotational Speed,700,Installation Type,Free Standing,	Part Number	,8801643445188,Form Factor,Top-Loading,Special Features,Inverter,Colour,Silver,Control Console,Fully Automatic,Access Location,Top Load,Voltage,220 Volts,Material,Stainless-Steel,Included Components,1 Washing Machine, User Manual, Inlet Pipe, Outlet Pipe,Batteries Included,No,Batteries Required,No, , "
"Semi-automatic top-loading washing machine; 8.5 kg capacity,Warranty: 3 years on product, 10 years on motor,Suitable for families with 3 to 4 members,Special features: air wheel, magic filter,For queries/assistance please contact the support no: 1-800-726-7864",7,"Air Dry Turbo ,Soak ,Magic Filter ","Samsung 8.5 kg Semi-Automatic Top Loading Washing Machine (WT85M4200HL/TL, Light Grey)",,3.8,"Brand,Samsung,Model,WT85M4200HL/TL,Capacity,8.50 Kilograms,Installation Type,Free Standing,Form Factor,Top-Loading,Colour,Light Grey,Control Console,Semi Automatic,Access Location,Top Load,Voltage,220 Volts,Material,Stainless-Steel,Included Components,1 Washing Machine, Hose Drain, Hose Inlet, Warranty Card and User Manual,Batteries Included,No,Batteries Required,No, , "
"Fully-automatic top-loading washing machine; 7 kg capacity,Warranty: 3 years on product, 10 years on motor,Suitable for families with 3 to 4 members,Special features: active wash plus , magic filter, wobble pulsator,For queries/assistance please contact the support no: 1-800-726-7864,Diamond drum",1,"Magic Filter ,Diamond Drum ,Eco Tub ","Samsung 7 Kg Fully-Automatic Top Loading Washing Machine (WA70N4422VS/TL, Silver)",,,"Brand,Samsung,Model,WA70N4422VS/TL,Capacity,7 Kilograms,Installation Type,Free Standing,Form Factor,Top-Loading,Colour,Silver,Control Console,Fully Automatic,Access Location,Top Load,Voltage,220 Volts,Material,Stainless-Steel,Included Components,1 Washing Machine, Hose Drain, Hose Inlet, Warranty Card, User Manual, Shutter (Rat Mesh), Clip Ring and Screw Fitting,Batteries Included,No,Batteries Required,No, , "
"Fully-automatic top-loading washing machine; 7.5 kg capacity,Energy Rating: 3 Star,Warranty: 3 years on product, 12 years on motor,Fully-automatic: washing machines,Capacity 7.5 kg: Suitable for families with 4 to 5 members,Special features: wobble pulsator, magic filter, magic dispenser, eco tub clean, diamond drum",2,"3 Star ,Wobble Technology ,Diamond Drum ,6 Washing Cycle ,5 Water Level ,Magic Filter  ,Soak ,Eco Tub clean ,Quick Wash ,Monsoon ","Samsung 7.5 Kg Fully-Automatic Top Loading Washing Machine (WA75M4501HP/TL, Plum)","19,690.00",,"Brand,Samsung,Model,WA75M4501HP/TL,Energy Efficiency,3 Star Rating,Capacity,7.50 Kilograms,Installation Type,Free Standing,Form Factor,Top-Loading,Special Features,Inverter,Colour,Plum,Control Console,Fully Automatic,Access Location,Top Load,Voltage,220 Volts,Material,Plastic,Included Components,Washing Machine & Hose Drain & Hose Inlet & Warranty Card & User Manual & Shutter (Rat Mesh) & Clip Ring & Screw Fitting,Batteries Required,No, , "
"Fully-automatic top-loading washing machine,Capacity 6.2 kg: Suitable for bachelors and couples,Warranty: 3 years on product,1350 RPM: Higher the spin speed, faster the drying time,Easy Returns: This product is eligible for full refund within 10 days of delivery in case of any product defects, damage or features not matching the description provided,Easy Returns: This product is eligible for full refund within 10 days of delivery in case of any product defects, damage or features not matching the description provided,Special features: Built in sink with water jet, Wobble technology and pulsator",13,"Dedicated Sink and Water Jet ,Advanced Fabric Care and Cleaning ,Easy Opening, Easy Viewing ,Soft and Gentle on Clothes ,Powerful Filtration and Easy Cleaning ,Keeps your Top Load Washer Fresh ,Elegant Blue Display ,Super Clean (5 steps) ","Samsung WA62K4000HD/TL Fully-automatic Top-loading Washing Machine (6.2 Kg, Sparkling Edged Brown)",,4,"Brand,Samsung,Model,WA62K4000HD/TL,Capacity,6.20 Kilograms,Installation Type,Free Standing,	Part Number	,WA62K4000HD,Form Factor,Top-Loading,Colour,Silver,Control Console,Fully Automatic,Access Location,Top Load,Batteries Included,No,Batteries Required,No, , "
"Fully-automatic top-loading washing machine; 6.5 kg capacity,Energy Rating: 3 Star,Warranty: 3 years on product, 12 years on motor,Fully-automatic: washing machines,Capacity 6.5 kg: Suitable for families with 4 to 5 members,Special features: wobble pulsator, magic filter, magic dispenser, eco tub clean, diamond drum",2,"3 Star ,Center jet Technology ,Diamond Drum ,6 Washing Cycle ,5 water Level ,Magic Filter ,Soak ,Quick Wash ","Samsung 6.5 Kg Fully-Automatic Top Loading Washing Machine (WA65M4101HY/TL, Silver)",,,"Brand,Samsung,Model,WA65M4101HY/TL,Energy Efficiency,3 Star Rating,Capacity,6.50 Kilograms,Installation Type,Free Standing,Form Factor,Top-Loading,Special Features,Inverter,Colour,Silver,Control Console,Fully Automatic,Access Location,Top Load,Voltage,220 Volts,Material,Plastic,Included Components,Washing Machine & Hose Drain & Hose Inlet & Warranty Card & User Manual & Shutter (Rat Mesh) & Clip Ring & Screw Fitting,Batteries Required,No, , "
"Fully-automatic front-loading washing machine; 7 kg capacity,Warranty: 3 years on product, 10 years on motor,Suitable for families with 3 to 4 members,Special features: bubble soak, bubble technology, easy iron, dit motor, smart check,For queries/assistance please contact the support no: 1-800-726-7864,Diamond drum",12,"Intensive Stain Removal ,Works Smart. Stays Young ,Extraordinarily Beautiful Design ,Easy Troubleshooting ,Keep your Washer Fresh ,Save Time on Smaller Loads ,Gentle Fabric Care ,Hygienically Clean ,Cleans Away Detergent Residue ","Samsung 7 Kg Fully-Automatic Front Loading Washing Machine (WW70J42E0BX/TL, Blue)","37,676.00",3.7,"Brand,Samsung,Model,WW70J42E0BX/TL,Capacity,7 Kilograms,Installation Type,Free Standing,Form Factor,Front-Loading,Colour,Blue,Control Console,Fully Automatic,Access Location,Front Load,Voltage,220 Volts,Material,Stainless-Steel,Included Components,1 Washing Machine, Hose Drain, Hose Inlet, Warranty Card, User Manual, Shutter (Rat Mesh), Clip Ring and Screw Fitting,Batteries Included,No,Batteries Required,No, , "
"Semi-automatic top-loading washing machine; 6.5 kg,Warranty: 2 years on product, 5 years on motor,Semi-automatic washing machines,Capacity 6.5 kg: Suitable for families with 3 to 4 members,2 years comprehensive warranty and 5 years warranty on motor from Samsung,Special features: Easy iron, DIT motor, smart check, tempered glass window,For queries/assistance please contact the support No.: 1-800-726-7864,Double Storm pulsator, air turbo, super dry, 2 wash programs, soak",3,"Scrub Board ,Double Storm ,Soak ,Air Turbo Drying System ,Lint Filter ,Buzzer ","Samsung 6.5 Kg Semi-Automatic Top Loading Washing Machine (WT65R2000HL/TL, Light Grey)","9,700.00",4,"Brand,Samsung,Model,WT65R2000HL/TL,Capacity,6.50 Kilograms,Installation Type,Free Standing,Form Factor,Top-Loading,Colour,Light Grey,Control Console,Semi Automatic,Access Location,Top Load,Voltage,220 Volts,Material,Plastic,Included Components,Washing Machine & Hose Drain & Hose Inlet & Warranty Card & User Manual & Shutter (Rat Mesh) & Clip Ring & Screw Fitting,Batteries Required,No, , "
"Installation: For requesting an installation/demo for this product once delivered,Contact_us on: [ 1800 40 7267864 ]and provide the product's model name.,Fully-automatic top-loading washing machine; 11 kg, Delay End: Yes,Warranty: 3 years on product; 10 years on motor,Wobble pulsator, STS drum type, 9 wash programs, 10 water level, digital LED, tempered glass window,Magic filter, diamond drum, water fall, built-in sink, magic dispenser, child lock, power spin, auto restart, eco tub clean,Direct drive, digital inverter motor, smart check,Maximum spin speed - 720, rat mesh, activ wash plus,Country of Origin: India",11,"Easy Pre-Treatment ,Easy Pre-Treatment ,Dissolves Detergent for Optimal Washing ,Tangles Less. Cares More ,Powerful Filtration and Easy Cleaning ,Works Smart, it’s Durable & Trustful ,Streamline, Ergonomic Design ,Elegant Blue Display ,Easy to Control ,Beautifully Curvaceous ,Clearly More Durable ,Easy Trouble-Shooting ,Keeps your Washing Machine Fresh ,Thoroughly Clean ,Gentle Fabric Care ","Samsung WA11J5750SP/TL Fully-Automatic Top-Loading Washing Machine (11 Kg, Inox)","39,000.00",3.4,"Brand,Samsung,Model,WA11J5750SP/TL,Capacity,11 Kilograms,Installation Type,Free Standing,	Part Number	,WA11J5750SP,Form Factor,Top-Loading,Special Features,Magic filter, LED display, Tempered Glass Door, Child lock, Auto restart,Colour,Silver,Control Console,Fully Automatic,Access Location,Top Load,Voltage,220 Volts,Wattage,350 Watts,Material,Steel,Included Components,Washing Machine & Hose Drain & Hose Inlet & Warranty Card & User Manual & Shutter (Rat Mesh) & Clip Ring & Screw Fitting,Batteries Included,No,Batteries Required,No, , "
"Fully-automatic front-loading washing machine; 6.5 kg capacity,Energy Rating: 5 Star,Warranty: 3 years on product, 12 years on motor,Fully automatic: Washing machines,Capacity 6.5kg: Suitable for families with 4 to 5 members",,"Hygiene Steam ,Inverter technology (DIT) ,5 Star Energy Rating , Ceramic Heater , Diamond Drum ,Eco Drum Clean ,Quick Wash ,Intensive Wash ,Delicate Wash ,Smart Check ,Delay End ,Child Lock ,LED Panel ","Samsung 6.5 Kg Inverter Fully-Automatic Front Loading Washing Machine (WW66R22EK0S/TL, Silver)","30,440.00",,"Brand,Samsung,Model,WW66R22EK0S/TL,Energy Efficiency,5 Star Rating,Capacity,6.50 Kilograms,Installation Type,Free Standing,Form Factor,Front-Loading,Special Features,Inverter,Colour,Silver,Control Console,Fully Automatic,Access Location,Front Load,Voltage,220 Volts,Material,Plastic,Included Components,Washing Machine & Hose Drain & Hose Inlet & Warranty Card & User Manual & Shutter (Rat Mesh) & Clip Ring & Screw Fitting,Batteries Required,No, , "
"Fully-automatic front-loading washing machine; 6.5 kg,Energy Rating: 5 Star,Warranty: 2 years on product, 5 years on motor,Fully-automatic washing machines,Capacity 6.5 kg: Suitable for families with 4 to 5 members,Special features: hexa Storm pulsator, magic filter, spin timer,Pulsator, air turbo, super dry, 3 wash programs, soak",5,,"Samsung 6.5 Kg Fully-Automatic Front Loading Washing Machine (WW65R20GLSW/TL, White)",,3.2,"Brand,Samsung,Model,WW65R20GLSW/TL,Energy Efficiency,5 Star Rating,Capacity,6.50 Kilograms,Installation Type,Free Standing,Form Factor,Front-Loading,Colour,Da White,Control Console,Fully Automatic,Access Location,Front Load,Voltage,220 Volts,Material,Plastic,Included Components,Washing Machine & Hose Drain & Hose Inlet & Warranty Card & User Manual & Shutter (Rat Mesh) & Clip Ring & Screw Fitting,Batteries Required,No, , "
"Fully-automatic top-loading washing machine; 11 kg capacity,Energy Rating: 5 Star,Warranty: 3 years on product, 12 years on motor,Fully automatic: Washing machines,Capacity 11kg: Suitable for families with 4 to 5 members",,"Inverter technology (DIT) ,5 Star Energy Rating ,ActivWash+ ,Wobble Technology ,Diamond Drum ,Magic Dispenser , Magic Filter , Smart Check , Eco Tub Clean ,Quick Wash ,Delicate Wash ,Super Clean Wash ,Aqua Preserve ,Delay End ,Child Lock ","Samsung 11 Kg Inverter Fully-Automatic Top Loading Washing Machine (WA11J5751SP/TL, Silver)",,,"Brand,Samsung,Model,WA11J5751SP/TL,Energy Efficiency,5 Star Rating,Capacity,11 Kilograms,Installation Type,Free Standing,Form Factor,Top-Loading,Special Features,Inverter,Colour,Silver,Control Console,Fully Automatic,Access Location,Top Load,Voltage,220 Volts,Material,Stainless-Steel,Included Components,Washing Machine & Hose Drain & Hose Inlet & Warranty Card & User Manual & Shutter (Rat Mesh) & Clip Ring & Screw Fitting,Batteries Required,No, , "
