Rating,Title,Review
5,Terrific purchase,Value for money and it works very fast and if we remove clothes from the washing machine we can easily wear it!! Because it gives us 75%dry clothes and it really very very very good
5,Great product,"Very much satisfied with this product.All type of features are available and very good build quality. Machine running is very smooth and noiseless. Product delivered within 3 days from the order date and installation took 1 week may be delayed due to COVID-19 situation. Very happy with the product, thanks Bosch. Delivered the expectations"
5,Just wow!,Value for money.... Very less noise.
3,Good,"eceived product as promised on time and we still not switched it on yet, so can't comment on performance. One thing that puzzled or disappointed me is that, the installation engineer said this machine doesn't have an inverter however product title says ""Inverter ExpressWash Fully Automatic"" bizzare!!! Don't know who is right here flipkart or the engineer. If flipkart did it so, this is not good for the business to sell products with false titles. If the engineer is wrong, would let Bosch..."
5,Must buy!,xcellent product.
4,Wonderful,elivery is on time and installation and demo completed well before scheduled time. Product is  nice and value for money.
5,Great product,achine is working very well. No installation and demo at all.That person just called me and said you have to install the machine on your own.
4,Really Nice,xcellent product
4,Nice product,achine working fine
5,Worth every penny,Bosch is the best
4,Wonderful,"elivery was perfect , demo was very worst they are not professional their requirement to operate the machine threaten the user and what is their recommendation is against the design."
4,Delightful,Initial setup and accessories provided were very bad. Given water inlet pipe provided by Bosch is very short and doesn't fit to any regular taps. Neither the service man brought an adaptor for that pipe. I have to buy another water inlet pipe of 1.5mts. I'm checking in Visakhapatnam since a month and didn't get an adaptor for inlet pipe.The power cord is also very short.
5,Classy product,"Flipkart delivered it promptly. The delivery guys were very helpful in exchanging my old machine.This machine requires 15amp electrical point. Do not keep it in the bathroom.The machine is very good, washes clothes very clean, and has good heating washing capacity.Must buy for all households."
