Rating,Title,Review
5,Classy product,I love itI bought the LG dual inverter model Q18ENZA ..1.5 ton 5star from flipcart. This is a very good product.its cooling is very good.its fascinating to see.
5,Highly recommended,This AC is very best cooling
5,Great product,"Perfect. No regrets, used for a month now. Runs for around 16 hrs in a day and only 4-5  units extra for ac. Satisfied."
5,Just wow!,Good
5,Value for Money!,"Brilliant quality product with elegant design, features and advanced technology."
5,Brilliant,"Superb Product but it doesn't have horizontal swing, although remote has a button to toggle the swing but its not supported by this model.Rest the AC is very good and a satisfactory product at this price point."
4,Good quality product,Better choose 3/4 inveter.&.. 2020 model.....& flipkart play his game.i.e.1st day give 2000/- discount next day ...nt appiar......overall gd one....and gd servies...
4,Very Good,Writing this review after use of 2 weeks. This AC is nice.. working perfectly in my room around 200 sqft. Cooling wise good. Design is too simple.. single color unit. No noise observed. Very nice product.. value for money. I bought it for Rs 37000 from flipkart.
4,Pretty good,awsome product....👌👌👌👌👌👌
1,Very poor,Slow cooling
5,Fabulous!,xcellent Product got at 35.5k. Outdoor unit is making little bit more noise.
5,Fabulous!,Great
5,Simply awesome,excellent ac
5,Worth every penny,mazing product
4,Wonderful,No vertical fin movement. If your budget is a bit tight and you want a 5 star and 1.5T then go for it.
5,Terrific,mazing product....value for money!!!
1,Don't waste your money,"Just after 2 days of installation, AC stopped cooling and flashing error - CH38. And now LG technichian who visited after complaints stated that it's not installed properly and all Gas of this AC has leaked. Also persons who installed AC from LG he told were untrained therefore during these 2 days all Gas of AC leaked. Why should customer suffer due to untrained installation?"
5,Excellent,Nice
5,Terrific,Its been a great experience with Flipkart and LG team. Performance of the ac is just superb. Thanks.
5,Fabulous!,"1.5 ton is far better even for a bigger room also, like mine is 2400 sq ft and till now working fine.....but yes as far as efficiency goes it takes long time to cool and to become stagnant after long tym which is much important for energy consumption(which is little high)..."
5,Wonderful,Go for it
5,Highly recommended,Need to change installation policy...other ac is the best
5,Simply awesome,"Good experience, good product. Installation guys mislead and overcharge.... One needs to be careful of them"
5,Brilliant,Good
5,Classy product,Nice product
4,Delightful,Its overall good... I'm just not satisfied with service and installation.
5,Perfect product!,Good deal
5,Super cooling AC,"Super cooling AC, its cool very fast in 5 min,, i am using from last 1 month , i found best AC at this price with super LG brand."
4,Delightful,Nice product
1,Terrible product,c cooling capacity not good. Fan speed is very low in high mode also. Design is good but performance is not well. Please do not buy it . Voltas ac are best in split ac category . Please buy Voltas instead of lg.
5,Highly recommended,realy a superb AC u anjoy a rock cooling
3,Fair,The product delivery was prompt. Great job by Flipkart. But the installation procedure was not upto the mark. The men who came for installation were novice without proper tools. Their knowledge about the product demo was also very limited. Very unprofessional approach from LG.
5,Must buy!,verall its good machine from LG. It cools comfortably on HC mode. Highly recommended
4,Value-for-money,Very nice in energy efficiency. Consumes only 2.5 to 3 units for a 8 hour run.design is good. Horizontal swing doesn't works. There is manual lever to move the fins horizontally. The installation guys were not very professional and were only interested in selling me the stand. But product is very good. If you want lower electricity bill then go for it without any second thought.
5,Great product,Great product and less power consumption. If you use in right way. But flipkart no cost EMI policy is not good at last we have to pay the full amount of product. It's a trap.
4,Delightful,"Not an expert on AC, but gets its job done in silent manner. Remote should have back light and/ or buttons should have redium. Sleep mode sometimes feels like Ac is not working and switched off."
5,Good Product But dont Trust Flipkart Call in Customer Servic,The product is good....Guess the only downside will be there is no option to swing for left right direction and filter placement is good for me and is easy to clean....Good installation by Mr.Senthil and team. Flipkart Customer service is pathetic because of Poor Knowledge transfer had to call them three times just to get clarity on the Installation Charges as there was an offer going on. Frustated with their Response.
5,Worth every penny,Nice AC...low noise...good buy...value for money...
5,Wonderful,"wesome purchase .Got it for Rs 34,499"
4,Value-for-money,Good products
5,Highly recommended,good product
5,Must buy!,This product is awesome. Fast cooling nd  best product
5,Mind-blowing purchase,Very good product and service I loved
5,Great product,nergy consumption is very low
5,Highly recommended,Fast cooling
5,Best in the market!,xcellent work and fast delivery process thanks to flip kart
5,Great product,mazing performance of this ac really impressed lg kreps on impressing...... Amazing service by flipkart got it prior to the date of delivery....... And definitely amazing discount really worth each penny
5,Classy product,wesome 😊 cooling good product
5,Simply awesome,good cool AC
5,Highly recommended,fter using 10 days Best deal in this price segmentProduct quality goodCooling very nice H cool mode cooling in 5 mint
5,Highly recommended,Best in segment...
5,Perfect product!,This Ac was so awesome 😍😍Only in 5 min. Full room of 220 sq feet full cooledCooling is very very fastAt 25 degree temperature cooling is very high
5,Best in the market!,"Cooling is very good, worth of money"
5,Awesome,Great 👍🏼👍🏼
5,Classy product,Great product..
3,Just okay,Best quality best Ac
4,Wonderful,"verything is good, but there are installation charges too high. I have paid 3400rs for installation. This is too much,"
5,Mind-blowing purchase,Best product in this range
5,Wonderful,Great product and service by LG.
3,Nice,"Got this at a very good offer 32k + no cost Emi. Performing well so far. outer there was little damage in the lining. Guys came for fitting said it won't be an issue. hopefully, that's true. 2019 vs 2020 only difference is sideways swing is not there in 2019. Not sure how much of difference that makes(I don't feel its that important)"
5,Best in the market!,"Good AC,  effective cooling"
5,Must buy!,The best AC in 1.5 tons.. very good efficiency.. just 2 hours function enough after that we can keep sleep mode.. 9 hours running only 2 to 3 units consumption
5,Terrific purchase,I've been using it for a month now & I've no complaints yet.Delivery & installation was smooth & as scheduled.
5,Just wow!,effiecient cooling with lesser noise although at himalayan cool mode noise is bit higher but can be ignored for the ac at this price range. Delivery of the product was bit late but Installation done on same day. Overall satisfied with the product. value for money.
5,Just wow!,c is good at this price & cooling too is good. The only drawback is that its bit noisy.
5,Awesome,xcellent product.Delivered before due date by flipcart.Installation done within time.
5,Perfect product!,Supar prodect
5,Classy product,"verall decent value for money and based on couple of months usage energy efficient as well. The vanes do not move left to right, only up and down.  and not sure of its voltage input range as well and hence invested in a decent stabiliser. The installation will cost 3000 rs given all the chargeable components , so do not expect it to come cheap. Overall decent value for money as I got ac + stabiliser + installation at rs 42 k."
5,Excellent,Nice job flipkart..So fast delievery.Thanks
4,Pretty good,Product is good but Installation experience was very bad they have charged extra Rs. 237/- for just fixing outdoor unit stand in wall. Installation executives were also seemed inexperienced while installing indoor unit they made a very big hole in the wall.
3,Decent product,installation service is poor otherwise product is value for money
5,Mind-blowing purchase,"wesome product by LG,tough competition to all companies marking ac,"
5,Terrific purchase,I am writing this review after using 10 days..good product .superb cooling.. value for money.guys go for it.
5,Simply awesome,xcellent product and installation same day by LG Delhi. This 2019 model is more value for money than the 2020 models. Overall very happy with my purchase.
5,Great product,Very NYC AC and cooling is wonderful.It cools the room in just 5 minutes.Noise level is also low and energy efficient AC.You Can Go for it...
5,Best in the market!,Good Ac value for money Installation person bed
4,Wonderful,Left right swing not provided
5,Terrific purchase,Thank You Flipkart.
5,Terrific,wesome....
5,Best in the market!,Product is very nice i am happy with the product but issue is that swing is not coming down
5,Great product,Very good product iske uper kuch nai osm
5,Perfect product!,Great ac dont amazing cooling in this heat and sound also depends on fan speed you set it does not have swing for the right left but has swing for up and down overall best ac makes me shiver in this delhi 45 degrees heat i have to set temp at a level or energy control or else its freezing more cool temperature than my fridge 😄
5,Worth every penny,Cooling fast and low power consumption.
5,Fabulous!,Very good and powerful ac. Superb cooling.
5,Best in the market!,"Light consumption is 1 unit per hour, coolong capity is good, but remote functioning not up to mark."
5,Wonderful,"I have two of these dual inverter AC's from LG and can assure you that they are the best in industry, close your eyes and go for it."
5,Perfect product!,eview after 20 days use : Highly satisfied with the delivery as well as installation process! Although installation costed me 2.5k (which includes drilling of two walls along with stand and other miscellaneous expenses).Technician (LG) was professional and precise.  Altogether happy with the service and the product.
5,Highly recommended,Very good delivery boy
4,Really Nice,C is good.But there is zero assistance provided by Flipkart.I received a defective remote but there is no response from flipkart.
5,Best in the market!,Liked it.
5,Simply awesome,Hi I have purchased this LG dual inverter split AC 7 days back and I am very happy with the performance of this. it not only saves money but also  provide very good cooling so overall I am very satisfied with the product I have purchased this product from Flipkart at rupees 34500
5,Best in the market!,Very good I liked this ac bcoz in comparison to other air conditioner it cool faster 👌😎
5,Just wow!,"The best part about this purchase was, I got the delivery in only 2 days and installation was done on the same day of delivery..Now talking about the product, it's performing well so far.. No complaints so far. I've a room of 10X12 and within 30 mins, it reaches the set temperature. Also the energy control feature is excellent. One last pick, it's not mentioned anywhere in the features of the product but it also supports horizontal swing. Many of the users are misleading by saying that horizo..."
4,Good choice,"LG Dual Inverter Split ACHave been using it since past 20 days.Bought it in the electronics sale due to which I got an extra 2000rupees discount. Installation Charges: 1000 Rupees + 750 for wall mount stand.The installation people are not very professional,They came in the evening and were in a hurry to install the product.I would recommend to book the installation in the morning time and be very particular at the time of installation.Now talking about the product-If anyone want a 1...."
5,Super!,Very good product by LG
5,Fabulous!,Best in the market
5,Terrific purchase,Very nice product.
4,Delightful,"I am writing this after 1 month of usage , the AC is fantastic , I was running the AC everyday whole night in AI mode and the electricity bill was only 190 Rupees which includes my whole day laptop + fan usage during day since I was working from home this complete month. Giving 4 start only because of installation, the installation person forced me to buy stand ,even though I had a good enough place to keep my compressor, He was forcing me soo much buy that , I guess he would get a decent amo..."
5,Brilliant,ecently we have purchased LG AC. We are really happy with the AC performance. We strongly recommended to purchase this AC of you are looking for quality.
5,Wonderful,"Best ac in this price or from higher once also.. Till now I have no issue at all using from one month..  In night till will take 2 3 units for 8 9 hours (temp. 27-26,40% energy saving on. ).."
1,Useless product,Very bad experience for lg.. Late installation and no gas on Ac after installation.. Vertical swing not working only horizontal swing is working.. Vertical swing adjust manually not working with remote
5,Super!,c was great cooling was great value for money in this price no 1 gives u this kind of product. Lg is very reputated brand and bought it in only 33k great deal just go for it..and tha guy came to install the ac was also very kind experienced and co-operative with any second doubt just go for it
5,Wonderful,Nice cooling
5,Awesome,Still not installed after almost 1week of product delivery otherwise I love Lg products.Installation was done and I am very happy with my product. Go for it.
3,Nice,verall the ac is quite good. But lg should focus more on its installation team. It was horrible experience with them. They were rude and also didn't help in cleaning the mess they created. Two stars reduce for it only.Overall the product is good considering the price but horizontal swing is missing. Will give review after the first month electricity bills
5,Fabulous!,"Thanks flipkart for great offers ans huge discount aloa thanks LG once againt awesome product, fast and easy cooling."
5,Best in the market!,Very good.
4,Very Good,Products is very good but installation is very very expensive please mind
1,Worst experience ever!,Pathetic ac ...pls dont buy this ac within 15 days i had cooling issues evn on 18 temp my room did not get cool enough. Instead go for carrier as i habe another ac of carrier and that is very good in cooling.
5,Mind-blowing purchase,Best lg ac
4,Wonderful,fficient cooling system
5,Fabulous!,excellent air conditioner
5,Best in the market!,wesome...
5,Perfect product!,Good energy efficient product. Value for money. It can cool larger room than 150sqft in quick time.
5,Terrific,"wesome AC, I use it at 40% energy between 27-28 degrees during night and around 28-29 degrees during daytime, it cools perfectly fine. Silent operation and good set of features especially hoping energy control reduces the bills.Decent looks.Installation is by LG and in Delhi it was a pleasent experience. Only extra charge was for installation of stand as I already purchased one.Hoping for hassle free operations in future."
5,Worth every penny,Best in this price segment
5,Simply awesome,"Nice AC, got for decent price of 38k. Paid 1800 for installation which included stand cost. Prompt service. AC was delivered on one day afternoon and next early morning LG installed. Happy with overall product and service delivery experience."
5,Great product,Very good & energy efficient  product but no backlight in remote
5,Perfect product!,Best product
5,Highly recommended,Nice product
5,Simply awesome,Quick delivery and installation. Great cooling.
4,Delightful,C is good for 150 sqft. Good quality and older model but less price. Made in India product. Feel that goodness.
4,Worth the money,Product received within 2 days but installation done after 15 days I called Flipkart many times but every time I got assurance onlyFinally I contacted LG within 24 hrs installation doneInstallation could be done more organized way
5,Super!,It is good
4,Delightful,mazing product
5,Terrific purchase,xcellent
5,Super!,Cost effective and efficient product. Installation was within next day of delivery.
5,Super!,I am writing this review after 1 week usage.AC is working fine. Actually my room is on first floor and area is 240 sq ft so its Himalayan Cool feature takes half an hour to bring down temperature from 38 to 24 degree which is comfortable. But HC feature draws more power.Delivery on 3rd day and next day installation.Thankyou Flipkart and LGOverall I am satisfied with the product.
5,Just wow!,fter 4 days of usage it was worth product and silent machine.
5,Best in the market!,Well it's been just 1 month... But my experience is good with this AC. Cooling is up to the mark and energy efficiency is very nice and stands out.
5,Must buy!,"ne of best product by LG. Noise level is very low. Faster cooling. Good looking. Energy consumption is negotiable. But flipkart service is very poor. Fast delivery but after delivery flipkart takes no responsibility to initiate installation.With this i also order a stabilizer but flipkart change my ordered model without any pre notification. When i contact to flipkart they all blames are move to the seller, and they shows no responsibility. It is very unpredictable to me."
1,Terrible product,"Cooling is Very Very Poor..not up to tha Standard, I have another Daikin and Hitachi Acs both are better...I would suggest only Buy General OR Daikin OR Hitachi..no other AC gives required cooling"
5,Worth every penny,wesome Ac. Cooling and energy saving feature is too good only one thing is bad that is Horizontal swing ( Left right movement) is not working in this Ac.
5,Mind-blowing purchase,wesome product.value for money.
5,Best in the market!,"xvellent cooling, low noise and premium look! Neat installation is cherry on cake!"
5,Great product,best one
5,Highly recommended,Fistly i hesitate to buy ac online but online price and services are good enough. Timely delivered the ac and installation is also done on time. The function of this ac is awesome. Its cooling is so fast.
5,Super!,Nice product
1,Terrible product,Ghatia product
5,Mind-blowing purchase,This AC is much better than Voltas. There is very less noise compared to voltas and also it feels premium product with its build quality. Within 10min it cools my 170sqft room.Must buy product. I got it for 34000. 1.5 ton 5 star dual inverter AC
5,Just wow!,wsome product at such price. Thanx flipkart for providing at a cheaper price than local market and even same day installation. Good work... Satisfied 😊
4,Worth the money and satisfactory delivery from flipkart,"I am using this for around 4 days, So far experience is good, cools down the room quickly. Delivery was quick and installation guy was also upto the mark. Thanks flipkart for taking care of the hardest part and deliver us a good product with your stamp.Thanks,Sumanta"
4,Very Good,"Installation is messed up. LG engineers are not willing to do anything. They want every thing done (from power arrangement to making whole in ceiling) and just charging money for hanging your AC and putting pipe. I think they should be more holistically trained and more commitment needed to shower from their side in the process. If this happens with you too, my strong suggestion goes to go for local electrician insted of getting yourself screwed up. Otherwise, AC works fine."
5,Excellent,Same day installation compete. Very fast delivery.
4,Good choice,Good one but need to check the power control mode after that will give feedback
1,Worthless,The cooling of a air conditioner is awesome if I put it on 24 degree centigrade so you feel you come into Antarctica in night I put Air conditioner on 26'C so I rate 5star in coolingCooling:5starInstallation:1starInstallation is so bad Flipkart doesn't provide us installation I called Flipkart 100 times but they doesn't sent Authorized engineer so in the end they tell me you have install it by my own so I install it to L.G authorized engineerSeller is so bad
5,Must buy!,Value for money Dont buy any chinese product 👏Lg Voltas Thank you Flipkart and. Lg.
5,Terrific purchase,n time delivery and even faster installationDoing its job perfectly without any hastle as of now
5,Awesome,Such a nice product...very nice cooling.. awesome product..
5,Just go for it,"Very nice product at this price segment, If your budget is around 40k then you should go for it. The main things that are very impressive in this ac are energy efficient and cooling is also very good, within 10 minutes the room becomes cool."
5,Must buy!,eally good.. Thanks Flipkart and LG..👌😍
5,Fabulous!,"Value for money.thanks flipkart.timely delivered and installation,,"
5,Great product,Good working
1,Defective Installation of AC,"C is installed on 10 of June 2020 , From the first day I am facing problem as cooling is not good enough it really very bad .I guess Installation is not done properly , The guy who did that is now not picking my call even though problem is known to him and he promised to look in to it But he is not responding at all now .Please send somebody ASAP on highest priority As I need this AC installation corrected ASAP ."
5,Terrific purchase,Cooling fast...Nd not so much noise... Power consumption is also so good...My review in after one month
5,Mind-blowing purchase,Nice AC in under 40K segment.You must go for it bacause of 1.5 Ton 5 Star Rating.
5,Highly recommended,sm  product.....worth of money
5,Just wow!,Value for money Good product from Flipkart
2,Expected a better product,Spare part complaint. technician changed that spare part.but not satisfied.
1,Very poor,For installation I am giving one star. Worst installation I can say.For product i will give review after 15days
5,Excellent,"speedy cooling, noise free"
5,Mind-blowing purchase,installation person was nice and colling is also good
5,Highly recommended,"Very good product, no sound fast cooling"
5,Must buy!,"elivery of the ac happened within 72 hours of placing the order on Flipkart and installation with 85 hours of order. I had done my market research before purchasing and found this AC as most suitable for my use. Also during said research i was told that installation will need atleast 3 to 5 days due to COVID constraints. But i was very suprised when i recieved the installation call for the same day as delivery date. The installation guys didnt seem very resourceful and knowledgeable, still..."
3,Fair,"I liked the quality, best so far , lg is good for services , ac cool is good enough, installation is really poor ugly and unprofessional, he dnt know how to install in right way , wires are all over open"
5,Classy product,"Cooling is excellent, Energy efficient and satisfy with delivery and Installation, Same day installation.extra piping cost is higher."
5,Mind-blowing purchase,wesome quality.
5,Perfect product!,It consumes 2.5 unit/8hrs night. 1440 WATT is HIGHEST ENERGY But it CAN go down as low as 250 watt
4,Very Good,Got it in big billion sale at a very good price.A good product with 5 star rating.Has different modes and cools at a good pace.Worth buying in this price.Go for it🤘🤘
4,Delightful,I got it @36000/-Good conditionSpeed delivery by flipkartInstalled by expertsInstallation charges 1000/-
5,Just wow!,wesome product and value for money if any 1 want this product go for it blindly 😊
5,Fabulous!,I'm so happy. Best product in this price.
5,Wonderful,"I have been using this product for a week.Great product.Cools room within 10 min.I use this ac on 27 and 40% energy control mode.It consumes 5-6 units in 10 hours.Suggestion : If you want to get it installed quickly then raise a request with LG customer care as soon as you receive the product.Don't rely on flipkart , installation would get delayed.Overall a great product.Go for it."
5,Wonderful,wesome product.. thankz to Flipkart next day installation done...I m very happy...
3,Decent product,C is Good.Remote doesn't have any led light or glow in light keys.Cant turn off Beep sound.Cant swing in left-right directions.
4,Wonderful,Cooling is ok not too much About energy saving 1000rs per month bill They don't gave light in remote this is bad .All over is good u can enjoy allot
5,Great product,verything went well as expected. Thank you flipkart.
5,Highly recommended,Best Ac at this price with Energy efficiency . it consumes energy equals to a Fan's consumptiom in energy saving mode.LG tecnician was untrained they didnt gave proper demo
5,Worth every penny,Thank you flipkart. All phases went smoothly i.e delivery and installation. Keep it up
5,Terrific,Its great AC.
5,Simply awesome,Great product 👍 Service also very good same day installation. Thanks Flipkart & LG.
5,Classy product,"Best AC at This Price , lots of Feature, Very silent working, Super quick Cooling,Big Button Remote.Premium Look, Over all Very happy after I purchased it."
5,Awesome,Wonderful product from LG
4,Really Nice,Timely delivered on 7 June 20. Installation completed on 18 June 20 from LG Sides. Good cooling.No any issue after 10 days of use. Good product.
5,Terrific,Best product to use
5,Terrific purchase,mazing cool
4,Value-for-money,Cooling capacity 3.5 star out of 5Energy saving 4.7 star out of 5Room kabhi bhi 25 degree per nee aayega room chield kabhi nee hogaHimalya cool work on 7.7 amp and Himalya cool auto off after 30 minute. After that cooling capcity goes to a load of 3.0 amp as ac .75 ton ac and the room goes on heating.
5,Brilliant,So its been a week since i have been using this ac.. i will give a detailed review and installation details.Installation was done on the next day of delivery.They charged 999 plus 700 for stand and 400 for wrapping. This wrapping charge should be 200 max. I was not at home so couldn't say anything.They disassembled my old ac for extra 500 bucks which was a tough job as my dad told me. Its was rusty took some time.The installation process was fine.Coming to the ac i run the ac only at n...
5,Excellent,Certified
5,Best in the market!,Nice product
1,Utterly Disappointed,"15 days delay for installation by the time return policy completed and it is defective piece, After 15 days while installation the person updated, Flipkart not accepting for return.."
5,Must buy!,wesome
5,Just wow!,Good ac...value for money...I got this ac just 39000.  1.5 ton 5star dual inverter... installation charge 1000 pipe cover 300 and extra pipe for water passing 18ft rs 600. total ac instrallation cost 2000.
