Rating,Date,Title,Review
5,13 July 2020,Good,"It took along time to finalise my front load washing machine due to extree reviews fr almost all brands... I am very happy with wwashing machine and demonstration happen with 48hours...i was askwd abt stand and i denied...stand is required only for mobility, specially cleaning the place where machine is placed"
1,11 July 2020,"a branded product, dont get the installation done as ...",Dont Buy any of the IFB products. After u buy u cant got any service support from ifb. So careful friends. Machine work good for 6 months. After it show so many trouble. Then u call customer care there is no proper response . So avoid ifb products.
3,11 July 2020,this product is not good,IFB should send a proper person for demo. The demo guy who came started complaining about the washing machine saying this is too basic model not good for anything. He told whatever he has to say to sell his products. Company should hire proper service persons.
3,09 July 2020,IFB is Fraud,Got cheated by IFB and Amazon.In fully automatic washing machine they provided only one tray for detergent and fabric conditioner.Even after several complaints for 20 days waiting also Amazon did not solve.
5,06 July 2020,IFB demo is the worst,Nice working fine
5,05 July 2020,Got cheated by IFB & Amazon,Excellent product
5,05 July 2020,Good machine,Good one.. I bought the stand.. machine doesn't come with stand..
5,03 July 2020,Excellent product must buy,Produces  noise too much while spinning .but washing is decent for daily use clothes.. over soiled clothes won't get washed easily. Perfect for single individual use
1,01 July 2020,Less noise nd stable..,Screws observed rust without started using this only says how Quality IFB maintained i am not at all satisfied v.poor Quality and installation people also don't no about the machine operations they are not shown about filter cleaning system which is v.v importent their much interested to sale  extra accessories
5,01 July 2020,Tough to was over soiled clothes,Good
4,01 July 2020,Poor Quality,Good
5,01 July 2020,"a branded product, dont get the installation done as ...",Very good
1,28 June 2020,this product is not good,"Hi, IFB has downgraded its quality & trust. I suggest dont buy this machine instead put couple of thousands and buy Siemens & Bosch.  We buy Automatic washing machine to do wash clothes cleanly and properly. Below are Cons of IFB washing machine1> Machine wont wash the cloths properly. Uses very less water & most of the time clothes just gets little water which is not enough to wash. Yeah, I know front loading washing machine takes less water and saves water but what is the purpose when the water is not enough to clean the clothes.2> After wash, clothes have detergent smell and feel dry because during rinse it takes very little water. Most of the time detergent will be there in clothes even after wash. Also, the clothes are very dry. For this IFB always suggest same set of answers/suggestions like 1> Use liquid detergent 2> use softer, or 3> Water pressure is not enough or 4> Ground is not level, etc etc3> During AMC if any part goes bad (mostly it will be electronic main board ) for which they will  replace with another old main board which they might have got from another customer's machine which might have went bad. Over all they will change bad main board with another bad old main board.4> Taking AMC does not mean that if any part goes they will change it with a new part. What AMC company does is they will replace with an old board which they might have got from other customer's machine. Like this they will rotate bad items till the machine is under AMC.5> A minimum of 55litres water IFB washing machine should take to complete its wash. If it takes then clothes will be washes properly. If we ask IFB guy or store guy they never guarantee this and they will try to hide or avoid the customer.My conclusion is that we should AVOID buying IFB as we buy washing machines to wash out clothes properly. This machine and company is a headache."
1,28 June 2020,Very good,Don't buy this product. Such a worst I ever seen. I am getting frequent problem from this model. There is no good response from Amazon. I don't recommend to anyone.
5,28 June 2020,IFB Company & IFB washing machine is a headache. Don't Buy this IFB washing maciines,Very good product
4,27 June 2020,Worst machine,Worth for money
5,27 June 2020,Thank u amzon,"Its awesome product ,no noise while washing,its good"
5,27 June 2020,Better for budget,Wonderful for family of 4 or 5.No noice at all...feels like flight is taking off so smooth . No vibration.Overall can buy without having any second thought.Met my wife's expectation .
5,25 June 2020,Awesome product,Very good product
5,24 June 2020,Go for it small family of 4 to 5,Awesome 👍 .... satisfyed
2,22 June 2020,"a branded product, dont get the installation done as ...",Position of Washing machine changes for every wash. Full noisy and full vibration. And has only one inlet for detergent
2,22 June 2020,Wife is happy,The washing machine is ok but the installation engineer was rude and I wrote a detailed review about it but amazon declined to publish :)
1,21 June 2020,this product is not good,"I have been using it for sometime now, too many problems with the machine. No one supporting from service side. No customer care representative for last 2 Months now."
1,21 June 2020,Worst product,Installation not done by amazon or ifb...They have snatched my money.....
1,21 June 2020,Bad product and poor customer service,Have absolutely no idea what i like or dont about this product because it has bern over 10 days and I am still waiting for someone from IFB to call me to install the washing machine...absolutely deplorable customer service by IFB and amazon....!
5,19 June 2020,Amazon theif,Easy to use. Good build quality. Less noisier than the bosch 5.5 kg I had previously.
1,19 June 2020,10 days ans and waiting for product to be installed,poor product
5,18 June 2020,Indian brand! Great value for money!,IFB as a brand itself is sturdy and reliable. The WM is efficient and User friendly. Anyone can operate easily!! Product recommended n worth the value!!
1,17 June 2020,poor product,Don't buy this product from Amazon. I am weighting approx 30 days after delivery for installation. No support from Amazon as well as IFB. Last time the item was broken. That is the replaced one. Amazon customer care also not responding about the issue.
1,16 June 2020,Product Worth the Money! Easy to Use!!,"No one came from ifb company for installation of washing machine, although 8-9 times I have called them mailed them , ND they are not picking up my phn aslo this Amazon site is completely unusefull for electronic items becz no one come listen after item is been purchased ,"
5,15 June 2020,Do not buy it from Amazon,Happy with the purchase
1,14 June 2020,"a branded product, dont get the installation done as ...",But till now installation not done
5,14 June 2020,this product is not good,This is definitely a one stop choice when you want washing machine within best budget n best performance. Have been using since years without even a minor glitch in any way. Product is strong stable and high performance delivery.
1,13 June 2020,Technician visit too delay,"Not good, service is bad"
3,13 June 2020,Win win product,Team upper body slab was broken . Ifb executive promise to change it.
1,12 June 2020,Service,Worst machine I have took it 2 years agoo till now single wash is aslo not done properly many complaints raised but no solution.. please customers don't get tied with this BRAND name it is 💯 worst product .. some other machines which is in low cost is most better than this.My machine since 2 years rapidly shows error . Everything is fine alos then it is again shows error.. pls pls pls don't get frod by IFB.. THE WORST PRODUCT.
5,12 June 2020,Need to improve on packing so that item could not damaga,A very good product.
1,11 June 2020,Worst product,guy came for installation He has informed us that the machine is damaged and needs to be replaced.
1,08 June 2020,Good product,"I'm giving it one star because the machine was not installed by IFB, there was no response from them and the customer support number never get through.Poor coordination from Amazon side from the brand installation team if installation was not possible then they would have not delivered the product.It more looked like fetching the money and then keep the custom struggling. Also the replacement window is only for 1 week if installation is not only happening then how would a customer know that product has some problem. I had to call a local technician to install it and had to pay him separately. Poor customer service both from amazon and IFB."
4,08 June 2020,Received the Damage Machine,Good condition
4,05 June 2020,Amazon Customer,Good
