Rating,Date,Title,Review
5.0,1 August 2020,Bad,Very nice product
5.0,1 August 2020,Value for money,Easy functions with affordable price good for a family of 4
1.0,4 August 2020,One of the best automatic washing machine in this price range,Defective piece
5.0,4 August 2020,Damaged front,I'm writing this review after using this mashing machine for a month. The functioning is good. Consumes less electricity.  Over all very satisfied with the performance.I got it delivered in 4 days. I was fortunate enough to get it with out any scratches. Installation guy called us and came to help in installing. He also gave us a demo and left.
2.0,3 August 2020,Defective machine,"What am i suppose to do to get demo and installation, number which yiu have provided doesn't work. Please help me with demo and installation"
5.0,3 August 2020,GO FOR IT. ITS CHEAP AND POWER EFFICIENT,Awesome project
5.0,3 August 2020,Need to know how to get Demo and installation for washing machine,Good
4.0,3 August 2020,Awesome product thanks to Amazon,Easy to use
5.0,3 August 2020,Good product,Every thing is good in this machine..loved it
1.0,3 August 2020,Samsung washing machine,"After sales service is worst, don't buy Samsung product."
4.0,3 August 2020,Value for money,"Good washing machine in self decesion making as well as look,but more water consumption.one suggestion-manual timer should be given."
5.0,3 August 2020,Worst after sales service.,"Its was delivered fast, installation was hessel free done by Samsung. The engineer came over in 24hrs time."
5.0,24 July 2020,One of the best automatic washing machine in this price range,Good quality of the price 👌👌👍
5.0,24 July 2020,Damaged front,Good
5.0,24 July 2020,Best price,It’s very good in use
5.0,24 July 2020,Value for money,Very easy to use. Worth buying
4.0,23 July 2020,Very good,EARLIER WE HAVE USED SAMAMSUNG 6 KG WASHING MACHINE FOR 10 YEARS WITH OUT ..MUCH PROBLEM.I AM EXPECTING BETTER SERVICE FROM THIS MACHINE
1.0,23 July 2020,Worth buying,Bottom of the machine is bitten by rats. Rat mat is essentially eaten away by the rats within 2 months of purchase. Cheap quality plastic and rat mat which doesn't prevent rats from entering the washing machine.
4.0,23 July 2020,SAMSUNG WASHING MACHINE IS A GOOD ONE.,"The price was a major plus point for this one. it has all the good things.. it does what it's built for. i just want to highlights few cons1. Needs too much water (this is the case with any full auto machines). it has 5 levels of water that we can select, even at the min it needs some 2 buckets or 20-30 ltrs of water per rinse and wash which is lot of wastage in my opinion. We should have been given option to intake far less water - because unless it gets the water it needs, it wont start - so we dont have an option to use lesser water2. Inlet pipe provided does not work with a little broader tap openings. the tap needs to be very narrow for the nozzle to work. for this i had to buy another 10 ft pipe which will connect to a narrow tab i had far away.Why cant the company provide a nozzle which will fit into any tap3. With the child lock on - i mistakenly opened the top lid and then the machine hang - the LED continued to display ""CL"" meaning child lock but no other buttons were working - i had to power it off and restart for it to work"
5.0,23 July 2020,Poor design,Good
5.0,23 July 2020,Good buy at a decent price,"We had an ifb front load machine, which was so bulky and noisy.  This one is great.  Go for it.  Ideal for a family of 3-4"
4.0,23 July 2020,Good,On time delivery thanks to Amazon but Installation guy not come for Installation so I done Installation by myself product is good
5.0,23 July 2020,One of the best automatic washing machine in this price range,it works fine.. it is more than one year.
4.0,23 July 2020,Damaged front,Afater using long time i am happy to buy is machine belive me it's value foer money  products
1.0,23 July 2020,Nice product,Receive
4.0,23 July 2020,Happy washing😊,Washing machine is very good but little dent on machine ...
5.0,23 July 2020,Not good,Good product of Samsung. However I have overlooked the humming sound of motor.
3.0,22 July 2020,Machine is good,Front side demage
1.0,22 July 2020,Value for money,Lesser drum speed
5.0,22 July 2020,Ok,Sleek design
1.0,22 July 2020,Not worth buying,"About the service from AmazonWhy sell a product where we have to reach out to the manufacturer right from installation call ...we could make a purchase directly with themMisinformation given and then no help other than quoting company policiesHave had to pay for the technician visit, when clearly the information on the page states Amazon will initiate a call to Samsung for installationAnd service agent too assured the same prior to purchase!And then imagine my surprise after all the incorrect information given by Amazon and spending INR 500 for installation service from Urbanclap the Samsung technician calls to offer a demo n installationSuch pathetic service n lack of information available with the staffAbout the productThis machine though being top load has to be interrupted after the wash cycle incase you want to use the fabric conditioner, it cannot be added at the start. Very inconvenient as one has to keep tab of the run times."
5.0,22 July 2020,Value for money,Very easy to use.
4.0,20 July 2020,One of the best automatic washing machine in this price range,All is best....
4.0,19 July 2020,Damaged front,"Good washing machine for its price, does the job quite well"
5.0,19 July 2020,All is best,It is good for small family
2.0,19 July 2020,Value for money product,No installation support from brand. Even after talking to Amazon customer support. Get it done by yourself.
5.0,19 July 2020,Good for small family,My mom is too happy
1.0,18 July 2020,No installation,Samsung is a waste of money! Its delivered since 4 days and no one came to install it even after talking to multiple people at Samsung and at the service centre they have assigned this to. Highly Disappointed and tired with this!
5.0,18 July 2020,Samsung = happiness,Works like a charm. Using it for last 2-3 months. Low sound. Installation and demonstration was prompt. Water usage is tad high. Works as expected. No ugly surprises so far.
4.0,18 July 2020,Tired of waiting for installation,Product seems good but I need demo for operation as i have already purchased.
3.0,18 July 2020,Very nice and handy in this budget section,cloth not clean properly
3.0,18 July 2020,Demo,value for money...but small then other brands with same spec.
5.0,22 July 2020,One of the best automatic washing machine in this price range,Money saver product. Very useful
5.0,22 July 2020,Damaged front,Easy to use
5.0,21 July 2020,Very nice,I lile it.
1.0,21 July 2020,Good one,Damaged body ....And not replacement better go shop and buy
5.0,21 July 2020,very useful for home.,All normal options are there in this washing machine.
5.0,21 July 2020,Damaged body and box ok,very nice product
3.0,21 July 2020,Good performance,Received dammaged product.. Installation too late service.
1.0,20 July 2020,nice machine,Received demage condition.
5.0,20 July 2020,Received dammaged product,"I already received ur product (Samsung washing machine),But waiting for installation by Samsung c/o Amazon"
5.0,20 July 2020,Received demage.,"I bought this product a few weeks back and its working beautifully well. We are a big family and there are a lot of clothes to wash, but this machine washes it like its easy! The dryer function also is good, It almost dries the clothes completely. Some very little dampness is there (obviously) but I can easily iron and wear my clothes.It has an intelligent eco clean function which tells you when to clean the machine also. I liked this. I liked the protection features like mouse trap also. The base screws are also adjustable. I would recommend this product to other customers also."
5.0,25 July 2020,One of the best automatic washing machine in this price range,Outstanding performance
2.0,25 July 2020,Damaged front,Samsung installation and demo service called me after 2 weeks after delivery . They just needed the photo of the make and model number . They didn't give proper explanation for why they were late and they talked like I won't get warranty if this is not done and it would be my mistake.
3.0,25 July 2020,One of the best products,"The technician did not turn up for the installation even after giving appointments on two separate days. On the latter date, he claimed he couldn't attend because it was his birthday. I think a company such as Samsung can do much better than this"
5.0,25 July 2020,Bad Samsung service,Great product
5.0,25 July 2020,"Great machine, but their service is terrible",For a small family nothing can be better than this
5.0,25 July 2020,Working pretty well,Very nice product
5.0,24 July 2020,Very good,I like this product a lot
4.0,24 July 2020,nice,Easy to use.. Great Purpose of choice
4.0,24 July 2020,.,Happy with the product and service from Samsung
5.0,24 July 2020,Best Value For Money,Good product using & enjoyig
1.0,18 July 2020,One of the best automatic washing machine in this price range,Product sent by Sellar is faulty and of no use.
4.0,18 July 2020,Damaged front,"In this, along with washing clothes, you can do more work."
1.0,18 July 2020,Faulty Product,Washing Machine is not working.
4.0,18 July 2020,Easy to use.,Good Product. Easy to understand and use.Worth buying.
3.0,18 July 2020,Washing Machine is not working.,"Order received on 15th of July but still there is no call made from Samsung for demo installation, but it was said in mail that Amazon will intimate Samsung and hence later will call us within 48hrs of product received."
5.0,18 July 2020,Wonderful 😊😊,Great product given the price! I saw few reviews of the product being received as damaged but thankfully I received it in good condition. Going smooth for almost a month now! :)
3.0,17 July 2020,Delay in demo installation of the product received,Not very good in cleaning.
5.0,17 July 2020,Great,After 4 mounth I review...  Amazing product....  Thanks to amazon....  Working amazing....  Beautiful product ❤
1.0,17 July 2020,not gud for cleaning,Not only offline stores are giving 10years warranty on motor Samsung customer care also confirms this . So what's the difference here with the product . Thanks to me before purchasing it I went through the warranty description .I was about to place the order as I am using it from last one year which one I bought from offline store with 10years warranty. But here it says 4 years even Amazon customer care is also saying no it's 4years only . So I think I will not purchase this product and will ask everyone to check before you really make a mistake .
5.0,17 July 2020,Work Amazing ❤,Very good quality and easy to use
5.0,15 July 2020,One of the best automatic washing machine in this price range,Easy to use and work fine.
4.0,15 July 2020,Damaged front,Average PRODUCT
4.0,15 July 2020,Graet Product i am reviewing it after 3 Years if buying.,Good machine. Easy to operate.  Received before expected time of delivery.  I graded this machine Outstanding..
5.0,15 July 2020,Good,product is good and working very good. choosing 5 level of water arrangement is good for perfect water consumption and good wash.
3.0,15 July 2020,Best,Overall good machine very easy to use. Installation was easy and smooth ...Too much lint generated by Machine. The magic filter is just a filter to filter out the lint needs to be cleaned family
4.0,15 July 2020,nothing,"Everything seems fine except water pipe inlet size. Manufacturers should rethink about size of inlet size i.e. It should have universal size of all types of tape diameter. In my case it was not fit, so I had to buy another water tape to fit it."
