Rating,Date,Title,Review
3,06-Aug-20,Good,It is not too powful my drum broke down i want to replace it
5,05-Aug-20,Is the stand available,Recently purchased ...very easy to use...i like until now ..jut put clothes it will determine how much weight of clothes n every thing automatically set by machine
4,05-Aug-20,Don't buy,Good product by LG. Very easy to use and not much noise.
1,04-Aug-20,Very easy to use ..,These Product is not so good
4,02-Aug-20,Good product,Rat protection cover not received
5,22-Jul-20,Amazing product,Good product
4,22-Jul-20,DO NOT buy LG products,good
1,22-Jul-20,Good product,I received a defective washing machine. The light of WASH process is not working. Please replace this....
5,22-Jul-20,good,LG is well known & trusted brand in India. The machine is fantastic and working well. It's easy to use and value for money.
1,21-Jul-20,Control Panel lights NOT WORKING.....,After 15 days it suddenly started making a lot of noise
5,21-Jul-20,Must buy product,Nice Product
5,21-Jul-20,Started making noise after 15 days of use,Value for money
4,20-Jul-20,phani,For installation or demo not a  single person is coming . Pls tell to company that assinged person for demo.
5,20-Jul-20,Good,Excellent product
5,20-Jul-20,Installation is in complete,Good product
4,12-Jul-20,Amazing product,"Child lock not in machine, I request to Amazon please share clear detailed"
3,15-Jul-20,Amazing product,Machine is good but Water inlet pipe was not working. Bought new pipe from LG service person by paying extra
5,20-Jul-20,Amazing product,All in all it is gud bt only one things is there it is mentioned in question and answers category that it is 5 star product but in product it is not mentioned
5,11-Jul-20,DO NOT buy LG products,"I used LG front loading for 14 years and without a single repair. And now I recently bought this machine for my parents and am absolutely happy. Very convenient to operate, noiceless, efficient, long lasting life cycle. Fully recommend."
5,11-Jul-20,Wrong detailed,"I found the product is very nice, low noise and effectively washing. Delivery & installation was prompt..Value for money!"
1,11-Jul-20,Absolutely Great Machine,"Motor broke, after 10 days of use.  Stops operation on minimum load.  Extremely bad service of LG.  Almost no response on mutiple calls."
5,11-Jul-20,Good product! Value for money!!,"I found some scratches on the panel. However got two years warranty. Hence hope there won't be any issues.Installation was done by myself. Technician came twice for installation, that's really a good thing. And he has done his best service. Thanks for the support."
5,10-Jul-20,"Motor broke, after 10 days of use.",Value for money
2,09-Jul-20,Appears to be old. But excellent machine.,I have not received inv and warranty card that is inv.copy
5,09-Jul-20,Good one... You can go for it....,Nice product using this from 1 week.. working good. Lg is best1
3,08-Jul-20,Inv copy,Very nice looking good washing good product 👍
5,07-Jul-20,Lg is best always..,"Good product of reputed company, at reasonable price."
4,15-Jul-20,DO NOT buy LG products,Noise level is awesome and less user friendly some option not understand. Yes it is value for money.
1,15-Jul-20,Issue in water inlent pipe,It was mentioned that it is smart door lock. But the one I recieved isnt smart door lock. Feel cheated.
5,15-Jul-20,Good but not superb.,LG machine is good compare to whirlpool as my previous Whirlpool machine was last only 3 year.I am using this LG washing machine since Last year. Of course it is not high end machine but as we use it daily without any problem so I can recommend it for buy.
2,14-Jul-20,Cheated!,I have purchased product on march 2020 after 2 months it's stopped working. Complaint raised to lg service but still now problem not recitified. Very poor product service. I need a exchange.
5,14-Jul-20,Worth product,"I am using this machine for the last six weeks and I am happy with its performance. It is easy to use and noise level is ok. Only problem is that light clothes, nowadays most of them are light are not fully immersed in water. The nylon net as mentioned in manual could have prevented floating of clothes. Supply of the nylon net with the machine as an additional accessory would have helped."
5,13-Jul-20,Poor product service support,Very helpful and easy to use
4,13-Jul-20,A good washing machine,As per description Smart door mentioned actually it doesn't hv smart door..
1,13-Jul-20,Very good,Water leakage in the out let water pipe and reported the same to Amazon team but no response
5,12-Jul-20,Smart door,Easy to install and  you can certainly go for it
5,19-Jul-20,DO NOT buy LG products,Good product.Low noise.
1,19-Jul-20,Nice product i liked it so much,"defective piece is delivered to me, not working properly."
2,18-Jul-20,Good Product to Buy,Seems the feature of the product are not at par and also observed machines delivered is defective from day 1
3,18-Jul-20,defective piece is deliverd to me,The technician checked  the product for installation the machine was not worked due to issues in board.
3,17-Jul-20,LG 6.5 kg washing machine feedback,"If you want features and looks, this machine is a perfect one in this price range. But for washing, I would not recommend it.Pros:-Light weight.-Very good after sales service by LG.-Machine can be used as a semiautomatic one to save water.-Power consumption is less.-Motor speed is good.Cons:-Washing is not at all good. I mean even small small stains are also not washed properly in it. Tried 2 washing powder for top loading machines. Will update after using Top loading washing liquid."
5,17-Jul-20,MACHINE WAS NOT PROPERLY  CHECKED BEFORE SENDING IT FOR DELIVERY,Very gud washing machine
5,17-Jul-20,Poor Washing Quality.,"Nice, value for money"
5,17-Jul-20,Very gud whashing machine,It is good product but I received with a big dent
1,16-Jul-20,Nice,Received a defected piece. Water was not coming in. Technician tried to fix it. But its not working.
4,07-Jul-20,Amazing product,child lock is not available.
1,07-Jul-20,DO NOT buy LG products,We bought this junk for 16000 rupees on June 16 seeing product ( LG )reviews and seller Cloudtail reviews. Product broke down in 15 days/2 weeks after 4 uses  !!! . A friend of mine who visited my place said the motor must have gone bad. He had the same experience. The motor is the heart of a washing machine. A washing machine is just a box with a rotating drum powered by the motor. I can't believe all this  !Now LG just has a whatsApp number with automated response. But they are useless.My humble suggestion - please avoid LG (zero after-sales service) and Cloudtail (looks like they are selling defective washing machines).
5,06-Jul-20,Good product. Value for money.,One problem in it .It use to so many water
4,06-Jul-20,Buy at your own risk,Nice product in this price value but  lg demo service is worst.
5,06-Jul-20,Nice product by lg i am satisfied,GOOD ONE.. HIGH NOISE LEVEL
1,06-Jul-20,Nice product,description is totally wrong
5,05-Jul-20,GOOD ONE,One of the best washing machine
5,05-Jul-20,bad,Amazing. Worth for money. On time delivery & installation given by Amazon.
1,05-Jul-20,Awesome,I got dmag product ........very dispointed
5,05-Jul-20,Fantastic Product,It's notice level is low and very easy to use.I am using the same since 6 months.. the purchase is value to money.Go for it
5,30-Jun-20,Amazing product,Its a nice product from LG.
2,04-Jul-20,Amazing product,Don't go with seller's description.. Smart closing door and jet spray is not available.. Felt a Little bad as the smart closing door was absent
5,30-Jun-20,DO NOT buy LG products,"After two days usage, I am fully happy about this product. No noise, easy to handle for every one. Installation also done less than 24 hours.  Installation person also given good demo."
4,30-Jun-20,A Perfect Product,"I had received washing machine on 26th, As per Amazon Email confirmation within 48 hrs the LG person should be visit to my place for demonstration. today is 30th June20 there will be no visit from LG."
5,30-Jun-20,Good Product,Easy to use and Value for money!!!
5,29-Jun-20,No demonstration visit from LG,Very good product buy once again and working really well.Forget all negative comments and go for it!!
1,28-Jun-20,Go for it!,Damaged product
2,27-Jun-20,Amazing product!!,No one came for installation . Lg customer service very worst now a days
1,26-Jun-20,Damaged product,"Never purchase LG product. I have recieved a defective product. service is very bad. Customer Care do not respond. The machine is under breakdown within 10 months of purchase. The service engineer could not repair the same stating house electric, water , alignment problems whichmakes no sense. It is my honest advice that NEVER EVER PURCHASE LG PRODUCTS."
4,25-Jun-20,Service part very worst LG care,Nice
5,25-Jun-20,Defective faulty washing machine recieved from LG,"At Rs.16,000 , this is the best possible electronic product you can buy, it has never been this easier to wash clothes. No confusion or any flaws about it, just perfect."
1,04-Jul-20,DO NOT buy LG products,After one wash it gives a noise.. waste of money and time
3,04-Jul-20,Wrong info from seller,The dryer is worst as it does not dry the clothes well
1,04-Jul-20,Pathatic product,Any problem with your washing machine? Just connect it to the SmartThinQ app and know the problem. You can diagnose up to 86 errors........This description is completely wrong this model dose not connect to ThinkQ app
5,03-Jul-20,Ok,superb with best technology
3,03-Jul-20,SmartThinQ app not supported with this model,Not deep clean fake
4,03-Jul-20,Product is amazing buy it without any worries,Delivered but not installation n demo provided till date.. requesting Amazon to expedite the matter
5,02-Jul-20,Not good,Very nice product. Service guy came after a day it was delivered. noise level is negligible  value for money and easy to use . I bought it for 15990.
3,02-Jul-20,Installation & demo not provided till date,Nice product using since a year but sometimes vibrates
5,01-Jul-20,Amazing,good
4,24-Jun-20,Amazing product,Very high water consumption. Our previous one was LG front-load and that fronload consumed qtr the quantity of water that the top load does. But it's very silent when at work. Can't hear it operate from 10 feet distance..
5,23-Jun-20,DO NOT buy LG products,good
4,22-Jun-20,It's Effective and operates silently.,After use of 3 months machine works perfectly . But i am bit disapponting of the noise and vibration.
5,22-Jun-20,good,"Quite happy with the purchase. Minimal noise, energy efficient, looks sturdy. Too early to comment more. Thanks Amazon, delivery was fast with a next day installation from LG. Nice experience so far."
4,21-Jun-20,Good product,"Wrong features described, this machine doesn't have smart door. Value for money."
5,21-Jun-20,"Good purchase, thanks Amazon and LG",Value for money
5,20-Jun-20,Doesn't have Smart Door,Good product.
5,18-Jun-20,Value for money,Value for money
3,17-Jun-20,Good quality,Good product but service & installation very delay
5,16-Jun-20,Value for money,Amazing product..... Easy to use...it takes water according to load on machine... Really automatic..... Also satisfied with its warranty terms cndtns..... LG employees support in installation too...such a nice product
5,07-Jun-20,Amazing product,Nice product
1,07-Jun-20,DO NOT buy LG products,The worst service. Never buy any LG product. Service people won't come even after calling so many times. Even they won't track whether it completed or not.
1,06-Jun-20,Value for money,"I received the defective product. So please careful before you use it. The magic filter which collects in the dust is not properly finished. So even if I buy a new Magic filter, I can not fit into it. I am trying to return the product. Amazon is not allowing. Amzon is saying go to LG customer care. LG Customer care does not have any option of the return the defective product."
1,05-Jun-20,Never buy any LG product,"Machine is delivered and it’s been 5 days no technician from LG has visited to install the same. This is inspite of AMAZON also chasing LG service twice. If this is the level of service and response times of LG at the time of installation, how can I trust them during the warranty period or otherwise. If LG does not turn up to install by the 7th day, I will be forced to RETURN THIS PRODUCT & take another brand. Would never recommend any LG product anymore. Buy at your own risk. Will update this review in a few days."
5,04-Jun-20,Defective Product,"The product is really good no noise, clean clothes, and look wise also good. LG as a brand has its own goodwill. The best product to buy in limited budget."
1,04-Jun-20,Extremely disappointed!,I brought this and the item is defective. The motor is poor and not spinning.Regret to have this product. :(
5,04-Jun-20,Amazing Machine,Product is goodBut don't buy onlineU face installation problem
2,04-Jun-20,Item is defective,"Worst service by LG. I tried to contact LG service person serveral times for the installation but nobody helped me. After 15 days of product delivery, none of the LG service person come to my place for the installation and they keep on telling we will reach you today. I lost my patience and installed my self."
5,03-Jun-20,Don't buy amazon installation process,"Am happy with the product, easy to use and perfect for a family of 3."
1,03-Jun-20,LG service experience,Installation not done in properly the guy came for installation don't have enough knowledge about the machine he don't know what is turbdrum he don't know about the all process or features of the machine and machine is making lots of noise while running on rinse and on spin cycle looks like not working properly
1,16-Jun-20,Amazing product,"The washing machine(LG 6,5kb full auto) was delivered on 12th June,2020,& installation was to be done within 24 hrs.but now after 96 hours no installation has been done inspire of complaint"
1,15-Jun-20,DO NOT buy LG products,Return policy is 10 days from delivery date it was delivered on 5 june so last last date to to return is 15 june  but site shows 10 june this washing machine is getting heated so much its upper panel is heated i want to replace it or return it
5,13-Jun-20,No installation even after 96hrs,Easy to use
5,12-Jun-20,Defective product,LG 5star 6.5kg Washing machine very smooth and easy for use5/5 point⭐⭐⭐⭐⭐
5,12-Jun-20,Easy handle,I want a bill
4,10-Jun-20,⭐⭐⭐⭐⭐washing machine,Nice
2,09-Jun-20,Nice,"Product is sitting at the door for last 24 hours. Still waiting to be contacted by the installation team. Service ID shared by LG, but nothing beyond that. Need help with speedening up the installation.Thanks"
1,09-Jun-20,Nice,No installation waste lg worst product
5,07-Jun-20,No contact from installation team yet.,Very good product
1,07-Jun-20,Failed installation waste lg,It has been 7 days since it was deliveredThe technician still not came to install itVery bad service I wish to give it zero stars but it is not there......I also called lg customer care they just said that technician will call u in 24 hrs but in vain
5,03-Jun-20,Amazing product,Great product
5,03-Jun-20,DO NOT buy LG products,Good
4,03-Jun-20,Good product,10 🌟 for zero noice levelThanks amazon for delivery on time in door stepThanks LG within 24 hrs installationOverall lots of thanks amazon 👍
5,02-Jun-20,10,Nice product .easy to use. products delivered on time.installation also done mentioned date..
1,01-Jun-20,Amazon with LG get happy to us,"Worst service from amazon,  5 days over after delivery upto know there were no installation or demo people contacted me.... Worst serviceIf any bad happens in product they say return period is over simply. And till know I didn't opend it."
4,01-Jun-20,Good product,Decent look and feel. Easy to operate. Enough for 3 to 4 family members. Overall ok considering price. Value for money.
1,01-Jun-20,Worst service,Been 5 days since the machine got delivered. Still no word on installation despite my multiple call to LG customer care and Amazon.
